atmid,country,city,branch,location,latitude,longitude,branchtype,timings,facilities,pobox,phone,fax,insdate
5159,United Arab Emirates,Dubai,Carrefour - Al Nahda Twin Towers,"Twin Tower, Amman Street, Al Nahda 2 area",25.297674,55.382338,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5160,United Arab Emirates,Dubai,EMARAT Station - Al Mutina,"Salah Al Deen Street, Opposite to Murraqabat Police station",25.270647,55.328881,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5167,United Arab Emirates,Dubai,Al Khail Mall,"Ground Level, Al Quoz  4, 318 th Street",25.148922,55.246537,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5177,United Arab Emirates,Dubai,Sheikh Zayed Housing Program,"Marrakech Street, Umm Ramool ",25.233574,55.354266,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5183,United Arab Emirates,Dubai,AKOYA Oxygen,"Damac AKOYA Oxygen Community Center, Al waqraa 2 Dubai",24.997788,55.383763,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5251,United Arab Emirates,Dubai,Carrefour - IBN Batutta Mall,"Ibn Battuta Mall, Sheikh Zayed Highway",25.041754,55.118024,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5264,United Arab Emirates,Dubai,City Center Al Shindagha,"Ground level at the main entrance, Al Ghubaiba street, Bur Dubai", 25.264139,55.287216,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5272,United Arab Emirates,Dubai,Life Pharmacy Al Warqah,"Life Department store, Raja & Sisters Building, Warqa 1",25.1930961,55.4057375,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5280,United Arab Emirates,Dubai,uBank - Emirates HQ ATM,"Second Floor Atrium, Emirates Group Headquarters, Airport Road. ",25.242579,55.366032,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5292,United Arab Emirates,Dubai,EPPCO Service Station - 09,"Opposite to Box Park , Al Wasl Road, D 92 ",25.197834,55.246733,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5300,United Arab Emirates,Dubai,uBank - City Walk ATM,"City Walk Boulevard 2, Building L-08, Yas Mall Ground Floor unit -508, Al Wasl City Walk",25.2077,55.2624,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5306,United Arab Emirates,Dubai,Dukes Hotel Dubai,"Palm Jumeirah,",25.11266,55.13795,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5307,United Arab Emirates,Dubai,ADNOC Station - Al Barsha,Street 50 - Al Barsha - Al Barsha South - Station ID 528  - Dubai,25.0772032,55.2244857,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5310,United Arab Emirates,Dubai,ENOC Service Station - 1009,"2nd Dec Street, D 73,  Station ID 1009, Opposite  Sheikh Hamdan Award Complex",25.239192,55.271167,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5311,United Arab Emirates,Dubai,Carrefour - DIP,"Dubai Investment Park 1, Green community village. Main Entrance",24.997997,55.17566,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5314,United Arab Emirates,Dubai,Sama Tower,"Sheikh Zayed Road, Trade Centre District",25.228523,55.285547,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5323,United Arab Emirates,Dubai,City Center Mirdiff,"North East Entrance, Ground floor",25.217804,55.4089700,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5327,United Arab Emirates,Dubai,Waterfront Market,"Al Khaleej Road, Opposite to Dubai Hospital",25.292072,55.32272125,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5331,United Arab Emirates,Dubai,Karama (Drive Through),"Sheikh Khalifa Bin Zayed street, Next to ADCB Karama Branch",25.242741,55.297623,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5342,United Arab Emirates,Dubai,Al Bandar Rotana,"Baniyas Road, Al Buteen Area",25.2590613,55.3196183,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5346,United Arab Emirates,Dubai,Al Falaj Supermarket,"Abu Hail area, Hor Al Anz, Behind Abu Hail center",25.279791,55.349212,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5373,United Arab Emirates,Dubai,Fraser Suites Hotel,"Sheikh Zayed Raod, Sidra Tower, Commercial tower entrance",25.10807,55.17882,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5378,United Arab Emirates,Dubai,ENOC Service Station 1002  - Al Satwa,"308 Road, Behind Towers Rotana Hotel, Al Satwa",25.214037,55.273855,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5387,United Arab Emirates,Dubai,Deira City Centre Metro Station,"8th Street, Port Saeed District, Deira, Next to City Centre Deira",25.254173,55.330412,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5388,United Arab Emirates,Dubai,Metro Station - DAMAC,"Sheikh Zayed Road, Near Dubai Marina",25.080255,55.147557,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5389,United Arab Emirates,Dubai,Metro Station - Union Square,"Union Square Park, Al Maktoum Road, Behind Dubai Municipality HO",25.266101,55.31377,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5390,United Arab Emirates,Dubai,Metro Station - Burj Khalifa,"Sheikh Zayed Road, Near Dubai Mall",25.201507,55.269711,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5391,United Arab Emirates,Dubai,Metro Station - Al Jaffiliyah ,"Sheikh Khalifa Bin Zayed Road, Next to General Directorate of Residency and Foreigners Affairs",25.234176,55.292255,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5392,United Arab Emirates,Dubai,Metro Station - MOE,"Sheikh Zayed Road, Near Mall of the Emirates",25.121119,55.200139,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5393,United Arab Emirates,Dubai,Metro station - Al Ghubaiba,"Al Ghubaiba Road, Near City Centre Shindagha",25.264908,55.288652,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5566,United Arab Emirates,Dubai,ADNOC Station - Qusais Industrial,Al Qusais Industrial Area - Al Qusais Industrial Area 2 - Station ID 531 - Dubai,25.282623,55.39509,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5579,United Arab Emirates,Dubai,Silicon Central Mall,"Silicon Central Mall, Dubai Silicon Oasis",25.112186,55.375623,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5585,United Arab Emirates,Dubai,ADNOC Station - Wadi Al Amardi ,Wadi Al Amardi West 217- Dubai,25.1850163,55.4901213,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5644,United Arab Emirates,Dubai,Jebel Ali Banks Area,Jebel Ali Free Zone - Banks Area  - Gate # 3,25.01193,55.0890700,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2322,,01/01/0001
5663,United Arab Emirates,Dubai,Dune Center,"Dune Center, Al-Badaa 2nd December Street, Satwa",25.2371,55.2754,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5702,United Arab Emirates,Dubai,Fida Al Madinah Supermarket -DIP,"Jebel Ali - Lahbab Road (E 77 Road), Dubai Investment Park 2, Near Dunes Village",24.984986,55.196014,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5704,United Arab Emirates,Dubai,Shopper's Mall,"Shopper's Mall, Jebel Ali industrial area ",25.007237,55.110486,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5705,United Arab Emirates,Dubai,Discovery Garden Pavilion,Street 7 - The Pavilion - Discovery Gardens,25.034551,55.147549,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5707,United Arab Emirates,Dubai,Aswaaq Mall,"Street 220, Al Mizahar",25.250925,55.453161,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5719,United Arab Emirates,Dubai,Dubai Festival Plaza Mall,"Road 38, Jebel Ali, Dubai, Ground Floor",25.02948,55.10804,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5720,United Arab Emirates,Dubai,Khawaneej Mall,"Al Khawaneej Walk Mall, Al Khawaneej 1, behind Last Exit Al Khawaneej. Next to American Hospital Khawaneej Clinic",25.234883,55.473069,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5723,United Arab Emirates,Dubai,Index Exchange - DIP,Hilal Al Madian Shopping Complex Dubai Investment Park - 1 Jebel Ali Dubai,24.971966,55.170662,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5725,United Arab Emirates,Dubai,"Ansari Exchange, Hor Al Anz Branch ","Abu Baker Siddique Road, Near Muteena Street signal",25.2753,55.32927,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5726,United Arab Emirates,Dubai,Jebel Ali Mall,Jebel Ali industrial Area,25.00558,55.10357,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5729,United Arab Emirates,Dubai,Al Qouz Mall,"17 B Street, Al Qouz Industrial Area 3",25.12305,55.22197,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5732,United Arab Emirates,Dubai,"Rostamani Exchange, Hor Al Anz Branch","Near Al Shaab Colony & Talal Supermarket, Hor Al Anz",25.27695,55.33825,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5734,United Arab Emirates,Dubai,"Rostamani Exchange, Deira Branch","Al Bader Building, Baniyas Road, Deira",25.2683938,55.3054447,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6093,United Arab Emirates,Dubai,Dubai Airport  - T3 Duty Free,"Terminal 3, Opposite to Dubai Duty Free Shop",25.245613,55.359646,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6099,United Arab Emirates,Dubai,Dubai Airport - T1 Arrival,"Terminal 1, Opposite to DU Centre",25.249606,55.351401,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6294,United Arab Emirates,Dubai,Broz mart - JVC,DAMAC Tower 108 Street No. 1 Jumeriah Village Circle,25.0536527,55.1978898,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
69,United Arab Emirates,Dubai,uBank City Walk Branch,"City Walk Boulevard 2, Building L-08, Ground Floor unit -508 ",25.2077,55.2624,uBank,10:00 AM - 09:30 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:30 PM on Friday <br/>Closed on Sunday,"Digital Banking service Center / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",,+971 2 6591206,,01/01/0001
331,United Arab Emirates,Fujairah,Fujairah Branch ATMs ,"Hamad Bin Abdulla Street , Near ADNOC Service Station, Fujairah",25.1224,56.3410000,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
331,United Arab Emirates,Fujairah,Fujairah Branch,"Hamad Bin Abdulla Street, Near to ADNOC Station, ADCB Building",25.1224,56.3410000,Branch,​08:00 AM - 07:00 PM Monday to Thursday & Saturday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",770 Fujairah,+971 9 2048600,,01/01/0001
332,United Arab Emirates,Fujairah,Dibba Branch ATMs ,"Dibba Al-Fujairah Area, Al Grofa Street, ADCB Building",25.598787,56.274483,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
332,United Arab Emirates,Fujairah,Dibba Branch,"Dibba Al-Fujairah Area, Al Grofa Street, ADCB Building",25.598787,56.274483,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",13212 Fujairah,+971 9 2048666,,01/01/0001
394,United Arab Emirates,Fujairah,City Center Fujairah ,"Sheikh Khalifa Bin Zayed Rd, TA02 Entrance 1, Chilis entrance",25.125694,56.302207,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5102,United Arab Emirates,Fujairah,Fujairah Rotana Resort & Spa,"Dibba Road, Al Aqah Area",25.508991,56.363457,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5219,United Arab Emirates,Fujairah,ADNOC Station - Fujairah Corniche,"Corniche Road, Station ID  777, Next to Sadaf Restaurant",25.133704,56.355819,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5339,United Arab Emirates,Fujairah,ADNOC Station - Al Nahda,"Sheikh Khalifa Bin Zayed Road - Fujairah Exit, Opposite  Zayed Sports Complex - Station ID 641 - Fujairah",25.1230288,56.2848713,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5380,United Arab Emirates,Fujairah,ADNOC Station - Fujairah Beach,"Rugaylat Road, Station ID 762, Opposite Fujairah CID Office",25.161773,56.350431,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5395,United Arab Emirates,Fujairah,LuLu Mall Fujairah,"Hamad Bin Abdullah Road, Near Etisalat Business Center",25.120453,56.328232,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6292,United Arab Emirates,Khorfakan,ADNOC Station - Khorfakkan,"Rugaylat Road, Near Khorfakkan Traffic Roundabout",25.349625,56.347777,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
341,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah Branch ATMs ,"Dafan Al Nakheel Area, Bin Daher Street, Al Naeem Mall",25.79225,55.967757,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
341,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah Branch,"Dafan Al Nakheel Area, Bin Daher Street, Al Naeem Mall",25.79225,55.967757,Branch,​08:00 AM - 07:00 PM Monday to Thursday & Saturday ​<br/>08:00 AM - 12:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",1633 Ras Al Khaimah,+971 7 2051700,,01/01/0001
5245,United Arab Emirates,Ras Al Khaimah,Aswaaq Ras Al Khaimah Hypermarket - Ghalila Branch,"Ras Al Khaimah National Market, Nakheel-Mussandam Rd",26.01123,56.08192,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5321,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,"Sheikh Muhammad Bin Salem Road, Near Families Supermarket",25.795293,55.948552,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5335,United Arab Emirates,Ras Al Khaimah,City Center Al Dhait,"Al Dhait South, North Ras Al Khaimah",25.727875,55.92011,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5354,United Arab Emirates,Ras Al Khaimah,RAK Mall,"Near the parking entrance, Al Khuzam Road - North Ras Al Khaimah",25.77232,55.959892,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5383,United Arab Emirates,Ras Al Khaimah,City Center Al Naeem,"Sheikh Rashid Bin Said Road, Al Dhait Area",25.74899,55.92406,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6293,United Arab Emirates,Ras Al Khaimah,Manar Mall,"Ground level near food court, Al Muntasir Road, Al Nakheel area",25.783961,55.965771,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
1091,United Arab Emirates,Sharjah,Matajer Al Juraina,"University City Road, Al Jurainah 2, Sharjah ",25.2962,55.4892,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
301,United Arab Emirates,Sharjah,Sharjah Main Branch ATMs ,"Ibrahim Mohammed Al Medfa'a Street, Near Sharjah Central Post Office, Um Altaraffa Area",25.351967,55.388783,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
301,United Arab Emirates,Sharjah,Sharjah Main Branch,"Ibrahim Mohammed Al Medfa'a Street, Near Sharjah Central Post Office, Um Altaraffa Area",25.351967,55.388783,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / Safe Deposit Lockers Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",4377 Sharjah,+971 6 5191616,,01/01/0001
301,United Arab Emirates,Sharjah,Sharjah Excellency Centre,"Al Nakheel Tower, Corniche street, Al Majaz 1, Sharjah ",25.339411,55.386208,Excellency,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",30875 Sharjah,600 50 2004,,01/01/0001
302,United Arab Emirates,Sharjah,Al Zahia City Centre Branch ATMs,"Sheikh Mohammed Bin Zayed Street, Al Zahia City Centre, Ground level, near Entrance A",25.3157654,55.454977,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
302,United Arab Emirates,Sharjah,Al Zahia City Centre Branch,"Sheikh Mohammed Bin Zayed Street, Al Zahia City Centre, Ground level, near Entrance A",25.3157654,55.454977,Branch,10:00 AM - 09:00 PM Monday to Thursday & Saturday <br/>03:00 PM - 09:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",23657 Sharjah,+971 6 5191650,,01/01/0001
304,United Arab Emirates,Sharjah,Al Buhaira Branch ATMs ,"Al Nakheel Tower, Corniche street, Al Majaz 1, Sharjah ",25.339411,55.386208,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
304,United Arab Emirates,Sharjah,Al Buhaira Branch,"Al Nakheel Tower, Corniche street, Al Majaz 1, Sharjah ",25.339411,55.386208,Branch,08:00 AM - 03:00 PM Monday to Thursday & Saturday <br/>​08:00 AM - 12:00 PM on Friday <br/>Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",30875 Sharjah,+971 6 5191500,,01/01/0001
306,United Arab Emirates,Sharjah,Dhaid Branch ATMs ,"Dhaid Mall - Al Dhaid Area, Al Melaiha - Al Madam Road",25.2807695,55.8769362,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
306,United Arab Emirates,Sharjah,Dhaid Branch,"Dhaid Mall - Al Dhaid Area, Al Melaiha - Al Madam Road",25.2807695,55.8769362,Branch,08:00 AM - 07:00 PM Monday to Thursday & Saturday ​<br/>03:00 PM - 09:00 PM on Friday<br/> Closed on Sunday,"Teller Transaction / Customer Service / ATM Services (Cash withdrawals, Cash & Cheque Deposits)",14709 Sharjah,+971 6 5193420,,01/01/0001
5113,United Arab Emirates,Sharjah,LuLu Hypermarket - Al Hazana,"Kuwait Street, Near Al Shaab Village",25.3745127,55.4208542,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5125,United Arab Emirates,Sharjah,Sharjah Coop - Muwailah,Muwailah 2 - University City Road - Sharjah,25.310003,55.456054,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5126,United Arab Emirates,Sharjah,Rolla Mall,"Ground level near the main entrance, Al Arouba Street, Near Clock Tower",25.35866,55.3894,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5140,United Arab Emirates,Sharjah,ADNOC Station - Al Ghubaiba,"Sheikh Saqr Bin Khalid Al Qasimi Street, Opposite to Baby Shop",25.341575,55.409243,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5150,United Arab Emirates,Sharjah,LuLu Hypermarket - Al Wahda Street,"Al Wahda Street, Industrial area 4, Near Toyota Showroom",25.332293,55.398924,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5162,United Arab Emirates,Sharjah,LuLu Hypermarket - Al Nahda,"Al Ittihad Road, Opposite New Al Nahda park, Al Nahda area",25.303256,55.374312,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5179,United Arab Emirates,Sharjah,City Center Sharjah,"Ground level -Car Park entrance, Al Wahda Road",25.3246,55.393299,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5218,United Arab Emirates,Sharjah,ADNOC Station - King Faisal,"King Faisal Road, Station ID 770, Near MacDonald's",25.33984,55.388212,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5259,United Arab Emirates,Sharjah,ADNOC Station - Thawi Musnad,Al Rowdat Suburb - Rodhat Al Sidir - Station ID 276 - Sharjah,25.285931,55.661503,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5293,United Arab Emirates,Sharjah,Sharjah Coop - Rahmania Mall ,Abu Amr Al Basri St - Al Rahmaniya - Kshishah 6 - Sharjah,25.3304353,55.5988189,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5324,United Arab Emirates,Sharjah,Souq Al Jubail,"Corniche Street, Al Jubail Area",25.349456,55.379269,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5336,United Arab Emirates,Sharjah,Simply Life Safeer Mall ATM,Safeer Mall Sharjah,25.325437,55.377528,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5340,United Arab Emirates,Sharjah,Ansari Exchange - Al Qasimia Branch ,"Shop No. 3, Ground Floor, Al Qasmia Sharjah",25.346614,55.3997640,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5348,United Arab Emirates,Sharjah,Sharjah Central Mall,"Sharjah Centeral Mall, Ground Floor Lift Lobby, Opposite to Lulu Hypermarket, Samnan, Sharjah.",25.339935,55.417023,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5355,United Arab Emirates,Sharjah,ADNOC Station - Asrar,18 Al Nahda Street - Al Qusais Industrial Area - Industrial Area 3 - Station ID 178 - Sharjah,25.256702,55.38326,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5372,United Arab Emirates,Sharjah,City Center Nasseriya,"Sheikh Sultan Bin Saqr Al Qassimi Street , Near Sharjah Fire Station Headquarter",25.366742,55.403044,ATM,,Cash Withdrawal / Cash Deposit,,600 50 2030,,01/01/0001
5480,United Arab Emirates,Sharjah,ADNOC Station - Khalidiya,Al Arouba Street - Al Khalidiya Suburb - Station ID 579 - Sharjah,25.335564,55.37244,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5562,United Arab Emirates,Sharjah,ADNOC Station - Mughaider,Industrial Area - Muwailih Commercial - Station ID 629 - Sharjah,25.2936678,55.4574513,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5581,United Arab Emirates,Sharjah,ADNOC Station - Al Taawan,"Al Taawun Street, Station ID 183, Near Arab Mall and Taawun Roundabout",25.30766,55.367666,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5582,United Arab Emirates,Sharjah,ADNOC Station - Al Sharouq,"Al Taawun Street, Near Sharjah Palace Hotel & Taawun round about",25.3062903,55.3645384,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5586,United Arab Emirates,Sharjah,ADNOC Station - Al Minerva,"Sheikh Majed Bin Saqr Al Qasimi Street, Station ID 181, Near Kuwait Hospital Sharjah",25.370394,55.41323,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5591,United Arab Emirates,Sharjah,Sharjah Airport,"Sharjah Airport, Main Terminal Building, First Floor, Arrivals",25.322313,55.5206410,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5592,United Arab Emirates,Sharjah,ADNOC Station - Al Quoze,"Sheikh Khalid bin Khalid Al Qasimi Street, Station ID Al Quoz 880, Near Matajer, Al Quoz",25.352942,55.451396,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5593,United Arab Emirates,Sharjah,ADNOC Station - Al Nabooda,"Sheikh Mohammad Bin Zayed Road, Al Nabooda, Station ID  761, Opposite Saca International ",25.289804,55.430084,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6291,United Arab Emirates,Sharjah,Safeer Center - Kalba,Sharjah -Kalba Road - Near Kalba Health Complex Kalba Sharjah,25.068115,56.3537260,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
6295,United Arab Emirates,Sharjah,ADNOC Station - Maisaloon,"Wahda Street,  Near New Gold Souk ",25.345021,55.405575,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
6491,United Arab Emirates,Sharjah,Mega Mall,"Ground level at Hypermarket entrance, Istiqlal Street, ",25.344559,55.398876,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
,United Arab Emirates,Sharjah,Sharjah Industrial Area ATMs ,"Al Maliha Road, , Sharjah Industrial Area 2  Near Divya Auto Spare Parts, Industrial Area 2 ",25.320571,55.4052950,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5101,United Arab Emirates,Umm Al Quwain,Carrefour - UAQ,Carrefour Umm- Al- Quwain king Faisal street,25.547853,55.54473,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
5151,United Arab Emirates,Umm Al Quwain,LuLu Center - UAQ,"King Faisal Road, Opposite UAE Exchange",25.563722,55.551875,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5308,United Arab Emirates,Umm Al Quwain,ADNOC Station - Al Kaber,E55 - Al Serra - Station ID 622 - Umm Al Quwain,25.443617,55.62704,ATM,,Cash Withdrawal,,600 50 2030,,01/01/0001
5623,United Arab Emirates,Umm Al Quwain,Mall Of Umm Al Quwain,"Mall Of Umm Al Quwain, Near mall food court entrance, Plot 1/1, sector 3, block 26 al maktaa, area,  Umm Al Quwain.",25.521140,55.544312,ATM,,Cash Withdrawal / Cash Deposit / Cheque Deposit,,600 50 2030,,01/01/0001
