Title,Type,StreetAddress,City,Latitude,Longitude,ImageUrl,Information,BranchId,WorkingHours
Dragon Mart,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.17399,55.417151,/img/locator/icon-logo-34x34.png,"International City<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
American Hospital,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.234836,55.313083,/img/locator/icon-logo-34x34.png,"Oud Metha Rd.<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Wafi City,"4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.228785,55.319343,/img/locator/icon-logo-34x34.png,<br>,0,8am to 3pm (Sat-Thu)
"Al Rostomani Exchange, Sheikh Zayed Road","4adcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.214733,55.27679,/img/locator/icon-logo-34x34.png,<br>,11,8am to 3pm (Sat-Thu)
American University Dubai,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.090564,55.156994,/img/locator/icon-logo-34x34.png,"Sheikh Zayed Rd.<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Al Fattan Centre,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.251227,55.344679,/img/locator/icon-logo-34x34.png,"Dubai Airport Rd.<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
RTA Head Office,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.233584,55.3562138,/img/locator/icon-logo-34x34.png,"60 5 St, Dubai<br>",0,8am to 3pm (Sat-Thu)
Emarat Petrol Station Arabian,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.07543,55.307944,/img/locator/icon-logo-34x34.png,"Arabian Ranches<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Emarat petrol station - Al Quoz,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.175976,55.2545190000001,/img/locator/icon-logo-34x34.png,"<p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Canadian Hospital,"4edcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.27745,55.34829,/img/locator/icon-logo-34x34.png,Deira,0,8am to 3pm (Sat-Thu)
Amal Business Center,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.278088,55.304658,/img/locator/icon-logo-34x34.png,Hayat Regency<br>,0,8am to 3pm (Sat-Thu)
Souq Al Wasl Branch,"4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.214716,55.258586,/img/locator/icon-logo-34x34.png,"Al Ameen, <br>Al Wasl Street",15,8am to 3pm (Sat-Thu)
Karama Centre,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.245351,55.303084,/img/locator/icon-logo-34x34.png,"Al Karama<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Al Ansari Exchange,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.261614,55.424448,/img/locator/icon-logo-34x34.png,"Sonapur<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Union Cooperative Al Aweer,"67a214ff-458f-66de-b8c5-ff1000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.175459,55.386808,/img/locator/icon-logo-34x34.png,"Al Aweer<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Hatta Border,"4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,24.817939,56.1662719999999,/img/locator/icon-logo-34x34.png,"Near DNRD<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul>",0,8am to 3pm (Sat-Thu)
Al Ramla Hypermarket,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,,Dubai,24.971037,55.1718100000001,/img/locator/icon-logo-34x34.png,<br>,0,8am to 3pm (Sat-Thu)
UAE Exchange Center,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Abu Dhabi,24.487402,54.360368,/img/locator/icon-logo-34x34.png,"Sheikh Hamdan Street, <br>Abu Dhabi <br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
UAE Exchange Center,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Abu Dhabi,24.324144,54.5310039999999,/img/locator/icon-logo-34x34.png,"Shabia Khalifa,<br>Mussafah, Abu Dhabi <br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Al Rostamani Exchange,"67a214ff-458f-66de-b8c5-ff1000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Abu Dhabi,24.492235,54.3718309999999,/img/locator/icon-logo-34x34.png,"Electa Street, Abu Dhabi <br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Top Foam Centre,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,4ddcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Al Ain,24.184298,55.628645,/img/locator/icon-logo-34x34.png,"Al Ain-Abu Dhabi Street<br>Al Maqam - Drive Thru<br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Al Noor Bakery,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Al Ain,24.163905,55.804566,/img/locator/icon-logo-34x34.png,"Al Bawardy, Al Ain <br>Al Ain <br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Hafeet Service station,"67a214ff-458f-66de-b8c5-ff1000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Al Ain,24.183515,55.753609,/img/locator/icon-logo-34x34.png,"Sanaya area, Al Ain<br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
DNRD Office Al Ain,"67a214ff-458f-66de-b8c5-ff1000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Al Ain,24.211293,55.9534120000001,/img/locator/icon-logo-34x34.png,"Al Ain - Oman Border<br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Dubai Mall,"67a214ff-458f-66de-b8c5-ff1000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.198068,55.279319,/img/locator/icon-logo-34x34.png,Inside Lobby<br>,0,8am to 3pm (Sat-Thu)
"Madina Mall, Dubai","9ba214ff-458f-66de-b8c5-ff1000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.281605,55.3978509999999,/img/locator/icon-logo-34x34.png,"Inside lobby<br><p><strong>ATM Services:</strong>&nbsp;</p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal&nbsp;</span><br></li><li><span style=""font-size: 12px;"">Bill Payment (by Account)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (by Account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span></li></ul><br>",0,8am to 3pm (Sat-Thu)
Ajman Immigration Office,"4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Ajman,25.407173,55.507114,/img/locator/icon-logo-34x34.png,"Ajman <br><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span><p>&nbsp;</p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Ajman City Centre,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Ajman,25.40137,55.479423,/img/locator/icon-logo-34x34.png,"Al Ettehad St,Al Jurf <br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
FEWA Head Office,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Dubai,25.2876051,55.4009628,/img/locator/icon-logo-34x34.png,"Muhaisnah, Al Mezan Building<br><p><span style=""font-size: 12px;""><strong>ATM Services:</strong></span></p><ul><li><span style=""font-size: 12px;"">Cash Withdrawal</span></li><li><span style=""font-size: 12px;"">Cash Deposit</span></li><li><span style=""font-size: 12px;"">Bill Payment (By account and Cash)</span></li><li><span style=""font-size: 12px;"">Fund Transfer (By account)</span></li></ul>",0,8am to 3pm (Sat-Thu)
Emarat Petrol Station - Al Dorra,"4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Sharjah,25.303461,55.370509,/img/locator/icon-logo-34x34.png,Al Dorra,0,8am to 3pm (Sat-Thu)
Adnoc Petrol Station ,"67a214ff-458f-66de-b8c5-ff1000b6b24a,9ba214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Sharjah,25.303461,55.370509,/img/locator/icon-logo-34x34.png,"Dubai-Sharjah Road<br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Adnoc Petrol Station,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Sharjah,25.381816,55.402696,/img/locator/icon-logo-34x34.png,"Kaser Al Amwag <br><span style=""color: rgb(255, 0, 0);""><strong>Out of Service</strong></span><br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Free Zone,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a",,Ras Al Khaimah,25.801224,55.968518,/img/locator/icon-logo-34x34.png,"Ras Al Khaimah <br> <br><p><span style=""font-size: 12.5px;""><strong>ATM Services:</strong>&nbsp;</span></p><ul><li><span style=""font-size: 12px;"">Cash withdrawal</span></li><li><span style=""font-size: 12px;"">Bill payment (By account)</span></li><li><span style=""font-size: 12px;"">Fund transfer (By account)</span></li><li><span style=""font-size: 12px;"">Cash Deposit not available&nbsp;</span><br></li></ul>",0,8am to 3pm (Sat-Thu)
Emarat Petrol Station - Al Kharran,"9ba214ff-458f-66de-b8c5-ff1000b6b24a,4cdcfbfe-458f-66de-b8c5-ff0000b6b24a,67a214ff-458f-66de-b8c5-ff1000b6b24a,46dcfbfe-458f-66de-b8c5-ff0000b6b24a,4edcfbfe-458f-66de-b8c5-ff0000b6b24a,4bdcfbfe-458f-66de-b8c5-ff0000b6b24a",,Ras Al Khaimah,25.710037,55.9695340000001,/img/locator/icon-logo-34x34.png,Al Kharran,0,8am to 3pm (Sat-Thu)
