Id,StoreCode,BranchCode,Title,Address,CategoryId,CategoryName,CategoryIcon,EmirateId,Description,PhoneNumber,FaxNumber,Facilities/0/Id,Facilities/0/Value,Facilities/0/Text,Facilities/0/LanguageText,Facilities/0/Data,Facilities/0/Notes,Facilities/0/Description,Facilities/0/Selected,Facilities/1/Id,Facilities/1/Value,Facilities/1/Text,Facilities/1/LanguageText,Facilities/1/Data,Facilities/1/Notes,Facilities/1/Description,Facilities/1/Selected,FacilityIds/0,FacilityIds/1,Accessibilities/0/Value,Accessibilities/0/Text,Accessibilities/0/Icon,Accessibilities/0/Id,AccessibilityIds/0,TimingsIds,OpeningHoursList/0/OpeningHours/0/OpenTime,OpeningHoursList/0/OpeningHours/0/CloseTime,OpeningHoursList/0/IsToday,OpeningHoursList/0/IsOpen,OpeningHoursList/0/IsOpen247,OpeningHoursList/0/DayOfWeek,OpeningHoursList/1/OpeningHours/0/OpenTime,OpeningHoursList/1/OpeningHours/0/CloseTime,OpeningHoursList/1/IsToday,OpeningHoursList/1/IsOpen,OpeningHoursList/1/IsOpen247,OpeningHoursList/1/DayOfWeek,OpeningHoursList/2/OpeningHours/0/OpenTime,OpeningHoursList/2/OpeningHours/0/CloseTime,OpeningHoursList/2/IsToday,OpeningHoursList/2/IsOpen,OpeningHoursList/2/IsOpen247,OpeningHoursList/2/DayOfWeek,OpeningHoursList/3/OpeningHours/0/OpenTime,OpeningHoursList/3/OpeningHours/0/CloseTime,OpeningHoursList/3/IsToday,OpeningHoursList/3/IsOpen,OpeningHoursList/3/IsOpen247,OpeningHoursList/3/DayOfWeek,OpeningHoursList/4/OpeningHours/0/OpenTime,OpeningHoursList/4/OpeningHours/0/CloseTime,OpeningHoursList/4/IsToday,OpeningHoursList/4/IsOpen,OpeningHoursList/4/IsOpen247,OpeningHoursList/4/DayOfWeek,OpeningHoursList/5/IsToday,OpeningHoursList/5/IsOpen,OpeningHoursList/5/IsOpen247,OpeningHoursList/5/DayOfWeek,OpeningHoursList/6/IsToday,OpeningHoursList/6/IsOpen,OpeningHoursList/6/IsOpen247,OpeningHoursList/6/DayOfWeek,SundayHours,MondayHours,TuesdayHours,WednesdayHours,ThursdayHours,FridayHours,SaturdayHours,Latitude,Longitude,MapIcon,Status,Keywords/0,Distance,IsOpen247,IsOpen,ClosingTime,Accessibilities/1/Value,Accessibilities/1/Text,Accessibilities/1/Icon,Accessibilities/1/Id,Accessibilities/2/Value,Accessibilities/2/Text,Accessibilities/2/Icon,Accessibilities/2/Id,Accessibilities/3/Value,Accessibilities/3/Text,Accessibilities/3/Icon,Accessibilities/3/Id,AccessibilityIds/1,AccessibilityIds/2,AccessibilityIds/3,Accessibilities/4/Value,Accessibilities/4/Text,Accessibilities/4/Icon,Accessibilities/4/Id,Accessibilities/5/Value,Accessibilities/5/Text,Accessibilities/5/Icon,Accessibilities/5/Id,AccessibilityIds/4,AccessibilityIds/5,OpeningHoursList/5/OpeningHours/0/OpenTime,OpeningHoursList/5/OpeningHours/0/CloseTime,OpeningHoursList/6/OpeningHours/0/OpenTime,OpeningHoursList/6/OpeningHours/0/CloseTime
ae3373f9-b370-4e99-be59-ff7ea1bbf4ee,E4011858,,Riyadh Main Branch,"King Fahad Road, Al Mohammadiya District, P.O.Box 8166, Riyadh 11482, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,42221839,00000000-0000-0000-0000-000000000000,,Cash Deposit,,,,,false,00000000-0000-0000-0000-000000000000,,Cash Withdrawal,,,,,false,f549ee87-1b76-454f-98a1-eef0b3c16df8,27e360a7-2e40-48d2-b9b5-37330a17b35f,,Accessible Entrance Door,,00000000-0000-0000-0000-000000000000,985869af-89e5-4a61-936d-dfa35cc70d6e,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,,,24.7390564,46.657494,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd1a250b-20d9-4151-b06a-227ddb6f494a,,,AlMasif Branch,"3117 Building, Northern Ring Road – AlMasif Dist., P.O.Box 8166, Riyadh 11482, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,+966 (0) 11-413 7658,+966 (0) 11-413 7640,00000000-0000-0000-0000-000000000000,,Disability Friendly,,,,,false,,,,,,,,,515aaab7-ee77-4f46-9edd-c66f9c190f0e,,,,,,,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,,,24.7735231,46.6787006,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbd44181-8da6-4568-9c71-3681e4989c7f,,,Al Quds Branch,"Al-Quds District, Al-Hassan Al-Ghassani Street, P.O.Box 8166, Riyadh 11482, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,+966 800 754 7777,00000000-0000-0000-0000-000000000000,,Disability Friendly,,,,,false,,,,,,,,,515aaab7-ee77-4f46-9edd-c66f9c190f0e,,,,,,,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,,,24.7534998,46.7413559,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a41bedc-f195-4182-86a9-643ee399e22e,,,Riyadh Qurtubah Branch,"Northern Ring Branch Road, Qurtubah, Riyadh 13244, Kingdom of Saudi Arabia
",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,,00000000-0000-0000-0000-000000000000,,Cash Deposit,,,,,false,00000000-0000-0000-0000-000000000000,,Cash Withdrawal,,,,,false,f549ee87-1b76-454f-98a1-eef0b3c16df8,27e360a7-2e40-48d2-b9b5-37330a17b35f,,Accessible Entrance Door,,00000000-0000-0000-0000-000000000000,985869af-89e5-4a61-936d-dfa35cc70d6e,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,,,24.7989679,46.735755,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,Low height Teller counter,,00000000-0000-0000-0000-000000000000,,Wide doorways,,00000000-0000-0000-0000-000000000000,,PwD dedicated waiting area,,00000000-0000-0000-0000-000000000000,f4091dd1-ba30-4082-ab41-85b3b90f5731,5118cf9b-e11c-490a-be58-d2974b7fd723,d2f42a7b-bf41-41ee-91a6-f23bc5814cd9,,,,,,,,,,,,,,
f89c9700-ddf9-4745-beda-eff5419811b9,,,Riyadh Al Suwaidi Branch ,"Western Ring Road, As Suwaidi Al Gharabi, Riyadh 12994, Saudi Arabia
",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,,00000000-0000-0000-0000-000000000000,,Cash Deposit,,,,,false,00000000-0000-0000-0000-000000000000,,Cash Withdrawal,,,,,false,f549ee87-1b76-454f-98a1-eef0b3c16df8,27e360a7-2e40-48d2-b9b5-37330a17b35f,,Ramp/Hand Rails (Mall ramp),,00000000-0000-0000-0000-000000000000,347cb99d-b7ef-437d-8758-8af1b4bec022,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,,,24.5608704,46.6394169,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,Accessible Entrance Door,,00000000-0000-0000-0000-000000000000,,Low height Teller counter,,00000000-0000-0000-0000-000000000000,,Disabled parking slot,,00000000-0000-0000-0000-000000000000,985869af-89e5-4a61-936d-dfa35cc70d6e,f4091dd1-ba30-4082-ab41-85b3b90f5731,ae834c0d-e4bf-4d9f-b585-ac507fa5944d,,Wide doorways,,00000000-0000-0000-0000-000000000000,,PwD dedicated waiting area,,00000000-0000-0000-0000-000000000000,5118cf9b-e11c-490a-be58-d2974b7fd723,d2f42a7b-bf41-41ee-91a6-f23bc5814cd9,,,,
d4c8e58a-3092-4ee2-b350-877a571901fe,,,Anas Bin Malik Branch ,"Anas Bin Malik Road, Almalqa District, Riyadh 13525, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,,00000000-0000-0000-0000-000000000000,,Disability Friendly,,,,,false,,,,,,,,,515aaab7-ee77-4f46-9edd-c66f9c190f0e,,,Ramp/Hand Rails (Mall ramp),,00000000-0000-0000-0000-000000000000,347cb99d-b7ef-437d-8758-8af1b4bec022,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,,,24.796027,46.587950,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,Accessible Entrance Door,,00000000-0000-0000-0000-000000000000,,Low height Teller counter,,00000000-0000-0000-0000-000000000000,,Disabled parking slot,,00000000-0000-0000-0000-000000000000,985869af-89e5-4a61-936d-dfa35cc70d6e,f4091dd1-ba30-4082-ab41-85b3b90f5731,ae834c0d-e4bf-4d9f-b585-ac507fa5944d,,Wide doorways,,00000000-0000-0000-0000-000000000000,,PwD dedicated waiting area,,00000000-0000-0000-0000-000000000000,5118cf9b-e11c-490a-be58-d2974b7fd723,d2f42a7b-bf41-41ee-91a6-f23bc5814cd9,,,,
30f114c2-0ced-426f-9bf6-068221dedb84,,,KAFD Branch - Riyadh,"King Abdulallah Financial District, Metro Boulevard, Building 207, Riyadh, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,,00000000-0000-0000-0000-000000000000,,Disability Friendly,,,,,false,00000000-0000-0000-0000-000000000000,,Wi-Fi,,,,,false,515aaab7-ee77-4f46-9edd-c66f9c190f0e,66ebd68c-e221-449b-9a7a-9929c5ccb3a6,,Accessible Entrance Door,,00000000-0000-0000-0000-000000000000,985869af-89e5-4a61-936d-dfa35cc70d6e,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,,,24.766213,46.642166,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,Wide doorways,,00000000-0000-0000-0000-000000000000,,Low height teller desk,,00000000-0000-0000-0000-000000000000,,Dedicated customer service desk,,00000000-0000-0000-0000-000000000000,5118cf9b-e11c-490a-be58-d2974b7fd723,9d1a2d01-4154-428c-9b98-5583d33bea44,5866af05-73be-445f-ac6e-dccb554c038d,,Accessible WC,,00000000-0000-0000-0000-000000000000,,Special Product Offer for PwD,,00000000-0000-0000-0000-000000000000,d0592358-7825-430a-8fbf-42c87575eaed,555aae45-8f54-4cd8-99f9-ebea548486c3,,,,
2df7d790-daf1-4b71-ae15-1b5f0d49ff76,,,AlQassim Branch - AlQassim,"AlBukhari Street, Ar Rayan District, Buraydah 52379, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,,00000000-0000-0000-0000-000000000000,,Disability Friendly,,,,,false,,,,,,,,,515aaab7-ee77-4f46-9edd-c66f9c190f0e,,,Ramp/Hand Rails (Mall ramp),,00000000-0000-0000-0000-000000000000,347cb99d-b7ef-437d-8758-8af1b4bec022,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,9:30-16:30,,,26.401911,43.916266,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,Accessible Entrance Door,,00000000-0000-0000-0000-000000000000,,Low height Teller counter,,00000000-0000-0000-0000-000000000000,,Disabled parking slot,,00000000-0000-0000-0000-000000000000,985869af-89e5-4a61-936d-dfa35cc70d6e,f4091dd1-ba30-4082-ab41-85b3b90f5731,ae834c0d-e4bf-4d9f-b585-ac507fa5944d,,Wide doorways,,00000000-0000-0000-0000-000000000000,,PwD dedicated waiting area,,00000000-0000-0000-0000-000000000000,5118cf9b-e11c-490a-be58-d2974b7fd723,d2f42a7b-bf41-41ee-91a6-f23bc5814cd9,,,,
3cf72ed5-07d8-4987-89d2-b7c0ab79fbd2,,,Jeddah Main Branch,"Zahran Business Center, Prince Sultan Road - As Salama, P.O.Box: 7051, Jeddah 23525, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,+966 (0) 12-610 6444,+966 (0) 12-610 6464,00000000-0000-0000-0000-000000000000,,Disability Friendly,,,,,false,,,,,,,,,515aaab7-ee77-4f46-9edd-c66f9c190f0e,,,,,,,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,,,21.6027945,39.1426151,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b867308a-200e-4207-a9a5-3fba51a4f4a1,,,Jeddah – Tahliah Branch,"Asilah Towers, Prince Mohamed Bin Abdulaziz Road, AlAndalus District, Jeddah 23326, Kingdom of Saudi Arabia",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,8007547777,,00000000-0000-0000-0000-000000000000,,Disability Friendly,,,,,false,,,,,,,,,515aaab7-ee77-4f46-9edd-c66f9c190f0e,,,,,,,,09:30 AM,04:30 PM,false,true,false,Sunday,09:30 AM,04:30 PM,false,true,false,Monday,09:30 AM,04:30 PM,false,true,false,Tuesday,09:30 AM,04:30 PM,false,true,false,Wednesday,09:30 AM,04:30 PM,false,true,false,Thursday,true,false,false,Friday,false,false,false,Saturday,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,,,21.5525486,39.1616714,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a71aa282-40ee-4f3f-a4f5-930b684490dd,,,Jeddah Park Branch - Jeddah ,"Jeddah Park Mall, Prince Mohamed Bin Abdulaziz Road, AlAziziyah District, Jeddah 23334, Kingdom of Saudi Arabia
",e7bc5161-d4ae-4d9d-a239-129da42936f7,Branches,/-/media/enbd/images/branchatm/atms-icon.svg,,,+966 (0) 12-610 6464,,00000000-0000-0000-0000-000000000000,,Cash Withdrawal,,,,,false,00000000-0000-0000-0000-000000000000,,Cash Deposit,,,,,false,27e360a7-2e40-48d2-b9b5-37330a17b35f,f549ee87-1b76-454f-98a1-eef0b3c16df8,,Accessible Entrance Door,,00000000-0000-0000-0000-000000000000,985869af-89e5-4a61-936d-dfa35cc70d6e,,01:00 PM,09:00 PM,false,false,false,Sunday,01:00 PM,09:00 PM,false,false,false,Monday,01:00 PM,09:00 PM,false,false,false,Tuesday,01:00 PM,09:00 PM,false,false,false,Wednesday,01:00 PM,09:00 PM,false,false,false,Thursday,true,false,false,Friday,false,false,false,Saturday,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,13:00-21:00,,,21.6031462,39.1430845,/-/media/enbd/images/branchatm/map-pin-selected.svg,cef5f0c3-7b94-4a22-bbc4-61d04d8e1ef2,,0,false,false,,,Wide doorways,,00000000-0000-0000-0000-000000000000,,,,,,,,,5118cf9b-e11c-490a-be58-d2974b7fd723,,,,,,,,,,,,,,,,
