Location,Branch Name,URL,Latitude,Longitude
"Dubai, United Arab Emirates",Express Al Madeena,"https://www.google.com/maps/dir//'25.138504,55.258063'/@25.138504,55.258063,10z","25.138504,55.258063",
"Abu Dhabi, United Arab Emirates",Express Al Madeena - Al Shaabiya ME10,"https://www.google.com/maps/dir//'24.335501,54.533072'/@24.335501,54.533072,10z","24.335501,54.533072",
"Abu Dhabi, United Arab Emirates",Express Al Madeena - Al Sinaiya M40,"https://www.google.com/maps/dir//'24.353966,54.489865'/@24.353966,54.489865,10z","24.353966,54.489865",
"Dubai, United Arab Emirates",FAB Islamic Dubai branch,"https://www.google.com/maps/dir//'25.25981,55.31871'/@25.25981,55.31871,10z","25.25981,55.31871",
"Al Dhafra Region, United Arab Emirates",FAB Islamic Madinat Zayed Window,"https://www.google.com/maps/dir//'23.652043,53.705045'/@23.652043,53.705045,10z","23.652043,53.705045",
"Abu Dhabi, United Arab Emirates",FAB NHL Abu Dhabi Branch,"https://www.google.com/maps/dir//'24.42869,54.46527'/@24.42869,54.46527,10z","24.42869,54.46527",
"Al Ain, United Arab Emirates",FAB NHL Al Ain Branch,"https://www.google.com/maps/dir//'24.22413,55.75898'/@24.22413,55.75898,10z","24.22413,55.75898",
"Al Ain, United Arab Emirates",FAB NHL Al Maqam Window,"https://www.google.com/maps/dir//'24.1976198,55.6599622'/@24.1976198,55.6599622,10z","24.1976198,55.6599622",
"Al Dhafra Region, United Arab Emirates",FAB NHL Western Region Window,"https://www.google.com/maps/dir//'23.652043,53.705045'/@23.652043,53.705045,10z","23.652043,53.705045",
"Abu Dhabi, United Arab Emirates",FAB One Tower - 4 ATMs,"https://www.google.com/maps/dir//'24.491576,54.361274'/@24.491576,54.361274,10z","24.491576,54.361274",
"Dubai, United Arab Emirates",Fairmont Hotel,"https://www.google.com/maps/dir//'25.226278,55.284418'/@25.226278,55.284418,10z","25.226278,55.284418",
"Dubai, United Arab Emirates",Flavors Supermarket,"https://www.google.com/maps/dir//'25.050018,55.133879'/@25.050018,55.133879,10z","25.050018,55.133879",
"Fujairah, United Arab Emirates",Fujairah Branch - 2 ATMs,"https://www.google.com/maps/dir//'25.121519,56.347507'/@25.121519,56.347507,10z","25.121519,56.347507",
"Abu Dhabi, United Arab Emirates",gamco,"https://www.google.com/maps/dir//'24.433983,54.637789'/@24.433983,54.637789,10z","24.433983,54.637789",
"Al Dhafra Region, United Arab Emirates",GASCO - Bu Hasa,"https://www.google.com/maps/dir//'23.549564,53.296751'/@23.549564,53.296751,10z","23.549564,53.296751",
"Al Dhafra Region, United Arab Emirates",Ghayathi Branch - 2 ATMs,"https://www.google.com/maps/dir//'23.843219,52.808393'/@23.843219,52.808393,10z","23.843219,52.808393",
"Abu Dhabi, United Arab Emirates",GHQ Air Force,"https://www.google.com/maps/dir//'24.444962,54.675751'/@24.444962,54.675751,10z","24.444962,54.675751",
"Abu Dhabi, United Arab Emirates",GHQ Officers Club,"https://www.google.com/maps/dir//'24.401119,54.47382'/@24.401119,54.47382,10z","24.401119,54.47382",
"Dubai, United Arab Emirates",Grand City Mall,"https://www.google.com/maps/dir//'25.128746,55.232466'/@25.128746,55.232466,10z","25.128746,55.232466",
"Abu Dhabi, United Arab Emirates",Grand hypermarket,"https://www.google.com/maps/dir//'24.364589,54.517305'/@24.364589,54.517305,10z","24.364589,54.517305",
"Dubai, United Arab Emirates",Grand Mini Mall,"https://www.google.com/maps/dir//'25.00457,55.107706'/@25.00457,55.107706,10z","25.00457,55.107706",
"Dubai, United Arab Emirates",Green Belt Supermarket,"https://www.google.com/maps/dir//'25.121434,55.3979'/@25.121434,55.3979,10z","25.121434,55.3979",
"Dubai, United Arab Emirates",Happy Land Supermarket,"https://www.google.com/maps/dir//'25.274707,55.325657'/@25.274707,55.325657,10z","25.274707,55.325657",
"Abu Dhabi, United Arab Emirates",Health & Fitness Club,"https://www.google.com/maps/dir//'24.445392,54.381166'/@24.445392,54.381166,10z","24.445392,54.381166",
"Abu Dhabi, United Arab Emirates",Health Authority,"https://www.google.com/maps/dir//'24.431048,54.4329425'/@24.431048,54.4329425,10z","24.431048,54.4329425",
"Abu Dhabi, United Arab Emirates",ICAD Residence Complex - 2 ATMs,"https://www.google.com/maps/dir//'24.343458,54.487311'/@24.343458,54.487311,10z","24.343458,54.487311",
"Dubai, United Arab Emirates",Intercontinental Residential Suites Hotel,"https://www.google.com/maps/dir//'25.231997,55.347109'/@25.231997,55.347109,10z","25.231997,55.347109",
"Abu Dhabi, United Arab Emirates",International Petroleum Investment Company (IPIC),"https://www.google.com/maps/dir//'24.459924,54.391379'/@24.459924,54.391379,10z","24.459924,54.391379",
"Ajman, United Arab Emirates",Istanbul Supermarket- ATM 1,"https://www.google.com/maps/dir//'25.393054,55.433235'/@25.393054,55.433235,10z","25.393054,55.433235",
"Al Ain, United Arab Emirates",Jimi Mall,"https://www.google.com/maps/dir//'24.243443,55.726883'/@24.243443,55.726883,10z","24.243443,55.726883",
"Dubai, United Arab Emirates",Jumeira Emirates Towers Boulevard,"https://www.google.com/maps/dir//'25.21764,55.282503'/@25.21764,55.282503,10z","25.21764,55.282503",
"Dubai, United Arab Emirates",Kadris Mall,"https://www.google.com/maps/dir//'24.974434,55.205106'/@24.974434,55.205106,10z","24.974434,55.205106",
"Sharjah, United Arab Emirates",Kalba Branch (2 ATMs) - Digital branch (no teller services),"https://www.google.com/maps/dir//'25.064242,56.355344'/@25.064242,56.355344,10z","25.064242,56.355344",
"Abu Dhabi, United Arab Emirates",Khalifa University,"https://www.google.com/maps/dir//'24.447324,54.394924'/@24.447324,54.394924,10z","24.447324,54.394924",
"Sharjah, United Arab Emirates",Khorfakkan Branch - 2 ATMs,"https://www.google.com/maps/dir//'25.3553,56.350518'/@25.3553,56.350518,10z","25.3553,56.350518",
"Abu Dhabi, United Arab Emirates",KIZAD - Khalifa Port,"https://www.google.com/maps/dir//'24.779948,54.708891'/@24.779948,54.708891,10z","24.779948,54.708891",
"Abu Dhabi, United Arab Emirates",Landmark Tower,"https://www.google.com/maps/dir//'24.484848,54.350596'/@24.484848,54.350596,10z","24.484848,54.350596",
"Dubai, United Arab Emirates",Landmark Tower,"https://www.google.com/maps/dir//'25.087485,55.151208'/@25.087485,55.151208,10z","25.087485,55.151208",
"Al Dhafra Region, United Arab Emirates",Liwa TAMM Centre Branch,"https://www.google.com/maps/dir//'23.130958,53.798198'/@23.130958,53.798198,10z","23.130958,53.798198",
"Abu Dhabi, United Arab Emirates",Louvre Museum,"https://www.google.com/maps/dir//'24.5347872,54.4090656'/@24.5347872,54.4090656,10z","24.5347872,54.4090656",
"Ajman, United Arab Emirates",Lulu,"https://www.google.com/maps/dir//'25.406841,55.444061'/@25.406841,55.444061,10z","25.406841,55.444061",
"Dubai, United Arab Emirates",Lulu - Al Barsha,"https://www.google.com/maps/dir//'25.117505,55.207672'/@25.117505,55.207672,10z","25.117505,55.207672",
"Al Ain, United Arab Emirates",Lulu - Al Kuwaitat,"https://www.google.com/maps/dir//'24.232349,55.773962'/@24.232349,55.773962,10z","24.232349,55.773962",
"Sharjah, United Arab Emirates",LULU - Al Nahda,"https://www.google.com/maps/dir//'25.303208,55.374194'/@25.303208,55.374194,10z","25.303208,55.374194",
"Dubai, United Arab Emirates",Lulu - Al Qusais,"https://www.google.com/maps/dir//'25.279005,55.362597'/@25.279005,55.362597,10z","25.279005,55.362597",
"Sharjah, United Arab Emirates",LULU - Al Wehda,"https://www.google.com/maps/dir//'25.332346,55.39923'/@25.332346,55.39923,10z","25.332346,55.39923",
"Abu Dhabi, United Arab Emirates",Lulu - Baniyas Mall,"https://www.google.com/maps/dir//'24.296356,54.636122'/@24.296356,54.636122,10z","24.296356,54.636122",
"Fujairah, United Arab Emirates",Lulu - Dibba,"https://www.google.com/maps/dir//'25.589053,56.272831'/@25.589053,56.272831,10z","25.589053,56.272831",
"Dubai, United Arab Emirates",LULU Exchange - Bur Dubai,"https://www.google.com/maps/dir//'25.25995,55.29479'/@25.25995,55.29479,10z","25.25995,55.29479",
"Abu Dhabi, United Arab Emirates",Lulu Exchange - Madinat Zayed Shopping Center,"https://www.google.com/maps/dir//'24.483043,54.365973'/@24.483043,54.365973,10z","24.483043,54.365973",
"Abu Dhabi, United Arab Emirates",Lulu Express - Old EGM,"https://www.google.com/maps/dir//'24.353025,54.648378'/@24.353025,54.648378,10z","24.353025,54.648378",
"Abu Dhabi, United Arab Emirates",Lulu Express - Old Muroor EGM,"https://www.google.com/maps/dir//'24.439829,54.412944'/@24.439829,54.412944,10z","24.439829,54.412944",
"Abu Dhabi, United Arab Emirates",Lulu Express - Y tower,"https://www.google.com/maps/dir//'24.465336,54.386979'/@24.465336,54.386979,10z","24.465336,54.386979",
"Fujairah, United Arab Emirates",Lulu - Fujairah,"https://www.google.com/maps/dir//'25.120156,56.328309'/@25.120156,56.328309,10z","25.120156,56.328309",
"Dubai, United Arab Emirates",Lulu - Karama,"https://www.google.com/maps/dir//'25.238424,55.299586'/@25.238424,55.299586,10z","25.238424,55.299586",
"Abu Dhabi, United Arab Emirates",Lulu - Khalidiya Mall,"https://www.google.com/maps/dir//'24.469963,54.351683'/@24.469963,54.351683,10z","24.469963,54.351683",
"Abu Dhabi, United Arab Emirates",Lulu - Mazyad Mall,"https://www.google.com/maps/dir//'24.37331,54.537882'/@24.37331,54.537882,10z","24.37331,54.537882",
"Abu Dhabi, United Arab Emirates",Lulu - Raha Mall,"https://www.google.com/maps/dir//'24.438887,54.573745'/@24.438887,54.573745,10z","24.438887,54.573745",
"Ras Al Khaimah, United Arab Emirates",Lulu - RAK Mall,"https://www.google.com/maps/dir//'25.772784,55.960579'/@25.772784,55.960579,10z","25.772784,55.960579",
"Al Ain, United Arab Emirates",Lulu - Sinaiya,"https://www.google.com/maps/dir//'24.202956,55.761602'/@24.202956,55.761602,10z","24.202956,55.761602",
"Dubai, United Arab Emirates",LULU Village - Al Muhaisnah,"https://www.google.com/maps/dir//'25.280676,55.410554'/@25.280676,55.410554,10z","25.280676,55.410554",
"Abu Dhabi, United Arab Emirates",Lulu - Wehda Mall,"https://www.google.com/maps/dir//'24.470664,54.372773'/@24.470664,54.372773,10z","24.470664,54.372773",
"Sharjah, United Arab Emirates",Madinat Al Wafa Center,"https://www.google.com/maps/dir//'25.296117,55.43993'/@25.296117,55.43993,10z","25.296117,55.43993",
"Al Dhafra Region, United Arab Emirates",Madinat Zayed Branch - 3 ATMs,"https://www.google.com/maps/dir//'23.652043,53.705045'/@23.652043,53.705045,10z","23.652043,53.705045",
"Abu Dhabi, United Arab Emirates",Mafraq Mall,"https://www.google.com/maps/dir//'24.317803,54.629248'/@24.317803,54.629248,10z","24.317803,54.629248",
"Dubai, United Arab Emirates",Mall of the Emirates Branch - 3 ATMs,"https://www.google.com/maps/dir//'25.118418,55.200655'/@25.118418,55.200655,10z","25.118418,55.200655",
"Abu Dhabi, United Arab Emirates",Mariah Mall,"https://www.google.com/maps/dir//'24.493839,54.367465'/@24.493839,54.367465,10z","24.493839,54.367465",
"Sharjah, United Arab Emirates",Matajer Mall,"https://www.google.com/maps/dir//'25.352508,55.451995'/@25.352508,55.451995,10z","25.352508,55.451995",
"Abu Dhabi, United Arab Emirates",Mazyad Mall,"https://www.google.com/maps/dir//'24.37331,54.537882'/@24.37331,54.537882,10z","24.37331,54.537882",
"Abu Dhabi, United Arab Emirates",Mecca Mall,"https://www.google.com/maps/dir//'24.297107,54.637639'/@24.297107,54.637639,10z","24.297107,54.637639",
"Abu Dhabi, United Arab Emirates",Ministry of Foreign Affairs,"https://www.google.com/maps/dir//'24.454328,54.331985'/@24.454328,54.331985,10z","24.454328,54.331985",
"Dubai, United Arab Emirates",Mirdif City Center Branch - 2 ATMs,"https://www.google.com/maps/dir//'25.217657,55.407381'/@25.217657,55.407381,10z","25.217657,55.407381",
"Abu Dhabi, United Arab Emirates",Musaffah Branch - 4 ATMs,"https://www.google.com/maps/dir//'24.379043,54.523685'/@24.379043,54.523685,10z","24.379043,54.523685",
"Abu Dhabi, United Arab Emirates",Mushrif Central Park - Um Al Emarat,"https://www.google.com/maps/dir//'24.453421,54.381135'/@24.453421,54.381135,10z","24.453421,54.381135",
"Dubai, United Arab Emirates",Nakheel Mall Branch - 2 ATMs,"https://www.google.com/maps/dir//'25.115221,55.138853'/@25.115221,55.138853,10z","25.115221,55.138853",
"Al Dhafra Region, United Arab Emirates",National Drilling Company (NDC) Base Camp,"https://www.google.com/maps/dir//'23.73718,53.528617'/@23.73718,53.528617,10z","23.73718,53.528617",
"Umm Al Quwain, United Arab Emirates",Nesto Supermarket - Al Wafa Center,"https://www.google.com/maps/dir//'25.501245,55.575698'/@25.501245,55.575698,10z","25.501245,55.575698",
"Dubai, United Arab Emirates",Nesto Supermarket - Jabal Ali,"https://www.google.com/maps/dir//'25.006763,55.10692'/@25.006763,55.10692,10z","25.006763,55.10692",
"Abu Dhabi, United Arab Emirates",New Al Shahama Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.526115,54.676445'/@24.526115,54.676445,10z","24.526115,54.676445",
"Dubai, United Arab Emirates",New West Accommodation - JAFZA,"https://www.google.com/maps/dir//'24.956997,55.05639'/@24.956997,55.05639,10z","24.956997,55.05639",
"Dubai, United Arab Emirates",Nuzul Accommodation,"https://www.google.com/maps/dir//'25.001301,55.104032'/@25.001301,55.104032,10z","25.001301,55.104032",
"Al Ain, United Arab Emirates",Oud Al Touba Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.227801,55.757369'/@24.227801,55.757369,10z","24.227801,55.757369",
"Abu Dhabi, United Arab Emirates",Paragon Bay Mall,"https://www.google.com/maps/dir//'24.491149,54.394048'/@24.491149,54.394048,10z","24.491149,54.394048",
"Dubai, United Arab Emirates",Parco Supermarket - Golden,"https://www.google.com/maps/dir//'24.975205,55.168216'/@24.975205,55.168216,10z","24.975205,55.168216",
"Dubai, United Arab Emirates",Parco Supermarket - New,"https://www.google.com/maps/dir//'24.976491,55.157831'/@24.976491,55.157831,10z","24.976491,55.157831",
"Dubai, United Arab Emirates",Parco Supermarket - Royal,"https://www.google.com/maps/dir//'24.988261,55.196586'/@24.988261,55.196586,10z","24.988261,55.196586",
"Abu Dhabi, United Arab Emirates",Paris Sorbonne University,"https://www.google.com/maps/dir//'24.488779,54.412024'/@24.488779,54.412024,10z","24.488779,54.412024",
"Abu Dhabi, United Arab Emirates",Park Hyatt,"https://www.google.com/maps/dir//'24.545244,54.434718'/@24.545244,54.434718,10z","24.545244,54.434718",
"Dubai, United Arab Emirates",Pasons Supermarket,"https://www.google.com/maps/dir//'24.987235,55.196562'/@24.987235,55.196562,10z","24.987235,55.196562",
"Abu Dhabi, United Arab Emirates",Petroleum Institute - Gents section,"https://www.google.com/maps/dir//'24.418444,54.501594'/@24.418444,54.501594,10z","24.418444,54.501594",
"Abu Dhabi, United Arab Emirates",Petroleum Institute - Ladies section,"https://www.google.com/maps/dir//'24.420832,54.497343'/@24.420832,54.497343,10z","24.420832,54.497343",
"Abu Dhabi, United Arab Emirates",Plaza 30 - Al Nahyan Camp,"https://www.google.com/maps/dir//'24.471576,54.38552'/@24.471576,54.38552,10z","24.471576,54.38552",
"Abu Dhabi, United Arab Emirates",Presidential Flight,"https://www.google.com/maps/dir//'24.442012,54.627194'/@24.442012,54.627194,10z","24.442012,54.627194",
"Abu Dhabi, United Arab Emirates",Private Banking Centre Business Park Head Office (3rd Floor),"https://www.google.com/maps/dir//'24.42869,54.46527'/@24.42869,54.46527,10z","24.42869,54.46527",
"Dubai, United Arab Emirates",Private Banking Centre Sheikh Zayed Road,"https://www.google.com/maps/dir//'25.128482,55.210784'/@25.128482,55.210784,10z","25.128482,55.210784",
"Dubai, United Arab Emirates",Qamar Al Madeena Supermarket,"https://www.google.com/maps/dir//'25.124344,55.230514'/@25.124344,55.230514,10z","25.124344,55.230514",
"Abu Dhabi, United Arab Emirates",Rabee Al Madeena Supermarket,"https://www.google.com/maps/dir//'24.276448,54.580132'/@24.276448,54.580132,10z","24.276448,54.580132",
"Ras Al Khaimah, United Arab Emirates",Ras Al Khaimah Corniche Branch - 3 ATMs,"https://www.google.com/maps/dir//'25.789589,55.949271'/@25.789589,55.949271,10z","25.789589,55.949271",
"Abu Dhabi, United Arab Emirates",Retirement Pension Fund,"https://www.google.com/maps/dir//'24.421592,54.44865'/@24.421592,54.44865,10z","24.421592,54.44865",
"Abu Dhabi, United Arab Emirates",Royal Emirates Supermarket,"https://www.google.com/maps/dir//'24.373619,54.506049'/@24.373619,54.506049,10z","24.373619,54.506049",
"Abu Dhabi, United Arab Emirates",Royal Group Building,"https://www.google.com/maps/dir//'24.429876,54.463214'/@24.429876,54.463214,10z","24.429876,54.463214",
"Al Dhafra Region, United Arab Emirates",Ruwais Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.08882,52.648772'/@24.08882,52.648772,10z","24.08882,52.648772",
"Al Dhafra Region, United Arab Emirates",Ruwais Hospital,"https://www.google.com/maps/dir//'24.101758,52.736564'/@24.101758,52.736564,10z","24.101758,52.736564",
"Sharjah, United Arab Emirates",Safari Mall,"https://www.google.com/maps/dir//'25.30554,55.450547'/@25.30554,55.450547,10z","25.30554,55.450547",
"Al Ain, United Arab Emirates",Safeer Supermarket,"https://www.google.com/maps/dir//'24.242132,55.746509'/@24.242132,55.746509,10z","24.242132,55.746509",
"Sharjah, United Arab Emirates",Sahara Centre Digital Branch - 2 ATMs,"https://www.google.com/maps/dir//'25.2978213,55.3741586'/@25.2978213,55.3741586,10z","25.2978213,55.3741586",
"Fujairah, United Arab Emirates",Sajida Supermarket,"https://www.google.com/maps/dir//'25.135373,56.354263'/@25.135373,56.354263,10z","25.135373,56.354263",
"Abu Dhabi, United Arab Emirates",Salam Street Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.491543,54.378095'/@24.491543,54.378095,10z","24.491543,54.378095",
"Dubai, United Arab Emirates",Save & Smile Hypermarket,"https://www.google.com/maps/dir//'25.279218,55.351889'/@25.279218,55.351889,10z","25.279218,55.351889",
"Dubai, United Arab Emirates",Shaklan Supermarket - Al Qouz,"https://www.google.com/maps/dir//'25.126364,55.246427'/@25.126364,55.246427,10z","25.126364,55.246427",
"Dubai, United Arab Emirates",Shaklan Supermarket - Sonapor,"https://www.google.com/maps/dir//'25.274547,55.421814'/@25.274547,55.421814,10z","25.274547,55.421814",
"Dubai, United Arab Emirates",Shams Al Qouz Restaurant,"https://www.google.com/maps/dir//'25.134691,55.233376'/@25.134691,55.233376,10z","25.134691,55.233376",
"Sharjah, United Arab Emirates",Sharjah Branch - 3 ATMs,"https://www.google.com/maps/dir//'25.332405,55.390119'/@25.332405,55.390119,10z","25.332405,55.390119",
"Sharjah, United Arab Emirates",Sharjah City Center,"https://www.google.com/maps/dir//'25.325568,55.393751'/@25.325568,55.393751,10z","25.325568,55.393751",
"Umm Al Quwain, United Arab Emirates",Sheikh Khalifa General Hospital,"https://www.google.com/maps/dir//'25.501799,55.598974'/@25.501799,55.598974,10z","25.501799,55.598974",
"Dubai, United Arab Emirates",Sheikh Zayed Road Branch - 4 ATMs,"https://www.google.com/maps/dir//'25.128482,55.210784'/@25.128482,55.210784,10z","25.128482,55.210784",
"Ajman, United Arab Emirates",SKMC,"https://www.google.com/maps/dir//'25.416957,55.49598'/@25.416957,55.49598,10z","25.416957,55.49598",
"Ras Al Khaimah, United Arab Emirates",SKMC,"https://www.google.com/maps/dir//'25.836439,55.997961'/@25.836439,55.997961,10z","25.836439,55.997961",
"Abu Dhabi, United Arab Emirates",Souq Al Jami - Sheikh Zayed Grand Mosque,"https://www.google.com/maps/dir//'24.408467,54.475094'/@24.408467,54.475094,10z","24.408467,54.475094",
"Dubai, United Arab Emirates",South G6 Commercial Centre - JAFZA,"https://www.google.com/maps/dir//'24.947641,55.082654'/@24.947641,55.082654,10z","24.947641,55.082654",
"Al Ain, United Arab Emirates",STRATA Manufacturing,"https://www.google.com/maps/dir//'24.285973,55.624152'/@24.285973,55.624152,10z","24.285973,55.624152",
"Dubai, United Arab Emirates",Studio One Hotel,"https://www.google.com/maps/dir//'25.043123,55.250197'/@25.043123,55.250197,10z","25.043123,55.250197",
"Abu Dhabi, United Arab Emirates",Supreme Council,"https://www.google.com/maps/dir//'24.454143,54.307072'/@24.454143,54.307072,10z","24.454143,54.307072",
"Abu Dhabi, United Arab Emirates",Sweihan Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.467409,55.329364'/@24.467409,55.329364,10z","24.467409,55.329364",
"Al Dhafra Region, United Arab Emirates",TAMM - Mirfaa,"https://www.google.com/maps/dir//'24.088489,53.482011'/@24.088489,53.482011,10z","24.088489,53.482011",
"Abu Dhabi, United Arab Emirates",Tawazun,"https://www.google.com/maps/dir//'24.563858,54.889894'/@24.563858,54.889894,10z","24.563858,54.889894",
"Abu Dhabi, United Arab Emirates",UAE Central Bank,"https://www.google.com/maps/dir//'24.456371,54.33682'/@24.456371,54.33682,10z","24.456371,54.33682",
"Umm Al Quwain, United Arab Emirates",Umm Al Quwain Branch - 2 ATMs,"https://www.google.com/maps/dir//'25.552412,55.546432'/@25.552412,55.546432,10z","25.552412,55.546432",
"Al Ain, United Arab Emirates",Wahat Al Hili Mall Branch - 2 ATMs,"https://www.google.com/maps/dir//'24.274589,55.778778'/@24.274589,55.778778,10z","24.274589,55.778778",
"Abu Dhabi, United Arab Emirates",Wehda Mall - Ground Floor,"https://www.google.com/maps/dir//'24.470664,54.372773'/@24.470664,54.372773,10z","24.470664,54.372773",
"Dubai, United Arab Emirates",West Zone Supermarket,"https://www.google.com/maps/dir//'25.098468,55.17588'/@25.098468,55.17588,10z","25.098468,55.17588",
"Abu Dhabi, United Arab Emirates",Yas Rotana Hotel,"https://www.google.com/maps/dir//'24.466365,54.59909'/@24.466365,54.59909,10z","24.466365,54.59909",
"Al Dhafra Region, United Arab Emirates",Zakum Field - Al Ghallan Island,"https://www.google.com/maps/dir//'24.498076,52.533989'/@24.498076,52.533989,10z","24.498076,52.533989",
"Al Dhafra Region, United Arab Emirates",Zakum Island,"https://www.google.com/maps/dir//'25.060721,52.537994'/@25.060721,52.537994,10z","25.060721,52.537994",
"Al Dhafra Region, United Arab Emirates",Zirku Island - 2 ATMs,"https://www.google.com/maps/dir//'24.882154,53.083974'/@24.882154,53.083974,10z","24.882154,53.083974",
"Abu Dhabi, United Arab Emirates",ADNEC Event,"https://www.google.com/maps/dir//'24.419164,54.438285'/@24.419164,54.438285,10z","24.419164,54.438285",
"Abu Dhabi, United Arab Emirates",ADNOC Service Station - Khanoor,"https://www.google.com/maps/dir//'23.088514,53.606233'/@23.088514,53.606233,10z","23.088514,53.606233",
"Abu Dhabi, United Arab Emirates",Al Ahlia Exchange - Electra,"https://www.google.com/maps/dir//'24.29352,54.626891'/@24.29352,54.626891,10z","24.29352,54.626891",
"Abu Dhabi, United Arab Emirates",Al Raha Shopping Center,"https://www.google.com/maps/dir//'24.252049,54.627395'/@24.252049,54.627395,10z","24.252049,54.627395",
"Abu Dhabi, United Arab Emirates",Dorat Al Shalaila Hypermarket,"https://www.google.com/maps/dir//'24.638075,54.677648'/@24.638075,54.677648,10z","24.638075,54.677648",
"Abu Dhabi, United Arab Emirates",Emirates Steel,"https://www.google.com/maps/dir//'24.322766,54.472549'/@24.322766,54.472549,10z","24.322766,54.472549",
"Abu Dhabi, United Arab Emirates",Express Al Madeena - Old Qaisar Max,"https://www.google.com/maps/dir//'24.359879,54.485305'/@24.359879,54.485305,10z","24.359879,54.485305",
"Abu Dhabi, United Arab Emirates",Fairmont Hotel,"https://www.google.com/maps/dir//'24.414524,54.490643'/@24.414524,54.490643,10z","24.414524,54.490643",
"Abu Dhabi, United Arab Emirates",Shaheen Supermarket,"https://www.google.com/maps/dir//'24.468645,54.33943'/@24.468645,54.33943,10z","24.468645,54.33943",
"Abu Dhabi, United Arab Emirates",Yas Viceroy Hotel,"https://www.google.com/maps/dir//'24.467295,54.605371'/@24.467295,54.605371,10z","24.467295,54.605371",
"Dubai, United Arab Emirates",FAB Commercial Sheikh Zayed Road Branch,"https://www.google.com/maps/dir//'25.128498,55.210918'/@25.128498,55.210918,10z","25.128498,55.210918",
"Dubai, United Arab Emirates",FAB Commercial Deira Branch,"https://www.google.com/maps/dir//'25.264999,55.330267'/@25.264999,55.330267,10z","25.264999,55.330267",
"Abu Dhabi, United Arab Emirates",Elite Centre - FAB One Tower,"https://www.google.com/maps/dir//'24.491576,54.361274'/@24.491576,54.361274,10z","24.491576,54.361274",
"Ras Al Khaimah, United Arab Emirates",FAB Commercial Ras Al Khaimah Branch,"https://www.google.com/maps/dir//'25.799994,55.973772'/@25.799994,55.973772,10z","25.799994,55.973772",
"Al Ain, United Arab Emirates",FAB Commercial Al Ain Branch,"https://www.google.com/maps/dir//'24.2277906843561,55.7551740149905'/@24.2277906843561,55.7551740149905,10z","24.2277906843561,55.7551740149905",
"Abu Dhabi, United Arab Emirates",ADNOC - Al Shawamekh,"https://www.google.com/maps/dir//'24.355209,54.644628'/@24.355209,54.644628,10z","24.355209,54.644628",
"Sharjah, United Arab Emirates",FAB Commercial Sharjah Branch,"https://www.google.com/maps/dir//'25.358555,55.387971'/@25.358555,55.387971,10z","25.358555,55.387971",
"Abu Dhabi, United Arab Emirates",NPCC Cash Office - 3 ATMs,"https://www.google.com/maps/dir//'24.341173,54.463863'/@24.341173,54.463863,10z","24.341173,54.463863",
"Abu Dhabi, United Arab Emirates",Yas Mall Branch - 3 ATMs,"https://www.google.com/maps/dir//'24.488535,54.608692'/@24.488535,54.608692,10z","24.488535,54.608692",
"Abu Dhabi, United Arab Emirates",Ministry of Presidential Affairs - 2 ATMs,"https://www.google.com/maps/dir//'24.458108,54.331491'/@24.458108,54.331491,10z","24.458108,54.331491",
"Abu Dhabi, United Arab Emirates",FAB Islamic Abu Dhabi branch,"https://www.google.com/maps/dir//'24.4908,54.35491'/@24.4908,54.35491,10z","24.4908,54.35491",
"Abu Dhabi, United Arab Emirates",Rahba Police Station,"https://www.google.com/maps/dir//'24.657587,54.743274'/@24.657587,54.743274,10z","24.657587,54.743274",
"Abu Dhabi, United Arab Emirates",Reem Mall Branch - Digital branch (no teller services),"https://www.google.com/maps/dir//'24.4898,54.402'/@24.4898,54.402,10z","24.4898,54.402",
