priority,objectId,cityName,latitude,longitude,address/en,address/ar,storeStatus/value,storeStatus/label/en,storeStatus/label/ar,openingHours/en,openingHours/ar,distance/value,distance/unit/en,distance/unit/ar
1,4634,JEDDAH,21.446337,39.20117,Petromin district. Al-Mahjar St. infront of Al-Rajhi Bank,"حي بترومين , شارع المهجر, مقابل بنك الراحجي",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
2,4635,TAIF,21.287043,40.41868,Al-Obaikan Mall,مول العبيكان,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
3,4636,RANYAH,21.24951,42.85301,"Main  St. Telecom center, Rania Mall",الشارع العام رنيه مجمع الاتصاالاتصالات برنيه ,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 09:00 PM,السبت - الخميس: 09:00 ص - 09:00 م ,,,
4,4637,RIYADH,24.595308,46.67958,"Sowaidi, sowidi Main street ",شارع السويدي العام بجانب شركة تايوتا,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
5,4638,AL DUWADIMI,24.503338,44.38745,Al Dwadmi Main Rd,طريق الملك عبدالعزيز بجانب ادارة التعليم,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
6,4639,RIYADH,24.733576,46.81533,Al Naseem- Saad Ibin Abi Waqas (40 St.),النسيم شارع الاربعين سابقا سعيد الخدري حاليا,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
7,4640,RIYADH,24.606337,46.75729,Al Mansourah district southren ring Rd.,المنصوره بجانب نادي بدي ماستر,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
8,4641,RIYADH,24.747166,46.68287,Mursalat Area. In front of Mursulat Center,حي المرسلات مقابل سوق المرسلات,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
9,4642,AR RASS,25.869234,43.505867,"Al-Souk district beside Al Ras Mall, ",الرس السوق بجوار الرس مول ,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
10,4643,AN NABHANIYAH,25.864166,43.064148,"King AbdulAziz Street, beside Al-Rajwol place",طريق الملك عبدالعزيز - قرب قصر الرجل,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
11,4644,RIYADH,24.688478,46.643375,"Om AL Hamam, prince Nawaf Bin Abdulaziz Str,Othaim Mall ","ام الحمام, شارع الامير نواف بن عبد العزيز , العثيم مول",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
12,4645,BURAYDAH,26.389555,43.92712,"Omar Ebin Al-Khatab St, infront of Fishon resturant",طريق عمر بن الخطاب 1125,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
13,4646,RIYADH,24.629679,46.6927,Al-Emam Abdullaziz Ban Mohammed Road / Al Shomisi,"الشميسي , شارع الامام عبد العزيز بن محمد",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
14,4647,RIYADH,24.750113,46.700638,Abu Baker Al Seddik â Al Mursalat District,حي المرسلات طريق ابو بكر الصديق,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
15,4648,TABUK,28.39965,36.5816,"Sultana Robin Prince Fahd Bin Sultan St, Ibin Nufail Building",حي سلطانه شارع الامير فهد بن سلطان,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
16,4649,RIYADH,24.751411,46.57433,King Abdul Aziz St. Al-Othaim hyper market,"طريق الملك عبد العزيز , العثيم هايبر ماركت",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
17,4650,RIYADH,24.754335,46.786385,Andalous district - Prince Bandar Bin Abdul Aziz road beside Al-Joker salon,"حي الاندلس طريق الامير بندر بن عبد العزيز , بجانب صالون الجوكر",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
18,4651,RIYADH,24.758123,46.662857,Al-Othem hypermarket AL-Morouj district ,"حي المروج , العثيم هايبرماركت",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
19,4652,RIYADH,24.591314,46.580986,AL Groub communication mall exit 30 Tauak district ,"حي طويق, مخرج 30",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
20,4653,RIYADH,24.689987,46.85437,"As Saadah district, Abu Ubaydah Amir Ibn al Jarrah St.","حي السعادة, أبو عبيدة عامر بن الجراح",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
21,4654,NAJRAN,17.4935,44.189583,"AL Qabil, AL huseen street, Beside Othem Mall",القابيل طريق الحسين بجانب العثيم مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
22,4655,AL QATIF,26.568743,50.009705,OHAD STREET infront of STC ,"القطيف ,شارع احد مقابل البنك البريطاني ( ساب )",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
23,4656,BUQAYQ,25.927341,49.657566,"Prince Naif St, the dental clinics building","ابقيق , شارع الامير نايف مبنى مركز تجميل الاسنان ",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
24,4657,TAROUT,26.570353,50.066116,"Main Road, behind Riyadh Bank",تاروت الشارع العام مقابل بنك الرياض,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
25,4658,DAMMAM,26.397224,50.088326,42 St. infront of Girls College. Communication district,الدمام شارع الامير نايف (شارع 42 ) امام كليه البنات ,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
26,4659,AL KHOBAR,26.267801,50.197086,Mekkah St. beside STC CBO,الثقبه شارع مكه تقاطع 23,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
27,4660,SAFWA,26.644,49.9582,In front of First secondary school beside Zahraa stationery and 61 center,صفوى - مقابل متوسطه البنات بجانب مكتبة الزهراء ومركز 61,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
28,4661,SAIHAT,26.473236,50.04795,"King Abdulaziz Rd, Ghirnatah","غرناطة , طريق الملك عبد العزيز",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
29,4662,AL KHOBAR,26.201117,50.1949,Al Azizeyah district- Farm markets mall shop no.9,"العزيزيه , حي الخزامه اسواق المزرعه",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
30,4663,SAKAKA,29.991123,40.21189,El Souk district-King Fahd street beside Al Shabah for decoration, سكاكا حي السوق امتداد طريق الملك فهد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
31,4664,AL QURAYYAT,31.327412,37.3563,40th st cross with 30th st. lead to main hospital,شارع 40 مع شارع 30,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
32,4665,TUBARJAL,30.501118,38.218506,Yarmouk st. or Etisalat str. Front of civilian force,طبرجل شارع اليرموك بالقرب من مكتب الاتصالات السعودية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
33,4666,ARAR,30.988209,41.02358,King Abdulaziz Road,طريق الملك عبد العزيز,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
34,4667,HAIL,27.545414,41.697636,King Abdul Aziz Road,طريق الملك عبد العزيز,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
35,4668,TABUK,28.384686,36.57843,Mohamed bin Abdulwahab St. AL Khaldiah District,حي الخالدية طريق محمد بن عبد الوهاب,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
36,4669,ABHA,18.21315,42.503967,Omar Bin Abdul Aziz st.,البلد شارع عمر بن عبدالعزيز حي الخشع,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
37,4670,MUHAYIL,18.538733,42.05123,King Faisal Road (Abha Rd - Mahail Asir) Site in the main street next to communication market,طريق الملك فيصل بالقرب من سوق الاتصالات ,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
38,4671,AHAD RAFIDAH,18.180166,42.825832,Main road front of NCB Bank,احد رفيدة الشارع العام ,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
39,4672,SARAT ABIDAH,18.085,43.141335,Najran RD. Front of NCB,طريق نجران مقابل البنك الاهلي ,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
40,4673,NAJRAN,17.566517,44.32345,Aressah King Abdul Aziz RD infront of STC outlet,"طريق الملك عبد العزيز , مقابل مركز مبيعات  الاتصالات السعودية",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
41,4674,RIYADH,24.569298,46.661915,"Western ring road exit 25- Jarir Complex, Shobra District",حي شبرا الدائري الغربي مخرج 25 مجمع جرير,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
42,4675,KHAMIS MUSHAIT,18.316,42.6977,"Tayyib AL Ism district, AL Madina AL Monawarah st.","حي طيب اسم, شارع المدينة النورة",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
43,4676,JEDDAH,21.48175,39.24265,University mall,فرع الجامعة بجوار الجامعة موال بحي الجامعة امام فاكهة لبنان,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 09:00 PM,السبت - الخميس: 09:00 ص - 09:00 م ,,,
44,4677,AL QUNFUDHAH,19.14171,41.082012,30 St. Al Khaldia district,القنفذه - شارع الثلاثين بحي الخالدية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
45,4497,AL KHOBAR,26.284473,50.1941,Khobar Dhahran highway street (Mega),طريق الظهران الخبر,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
46,4498,DAMMAM,26.443316,50.096992,Dammam King Saud Road,ش الملك سعود,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
47,4499,AL HOFUF,25.390879,49.58204,"Hafouf, King Khaled st. ",ش الملك خالد,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
48,4500,AL QATIF,26.534817,50.02665,Al-Qudos St.,ش القدس,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
49,4501,DAMMAM,26.456484,50.128532,Al-Khalij St. Al-Shatee district,حي الشاطئ طريق الخليج,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
50,4502,HAFAR AL BATIN,28.428284,45.97545,AL-Wataniah Center beside AL-Belad Bank,مركز الوطنيه بجانب بنك البلاد,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
51,4503,AL HOFUF,25.354506,49.596,Gulf st.,ش الخليج,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
52,4504,DAMMAM,26.430931,50.078484,King Khaled Road,طريق الملك خالد,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
53,4505,DHAHRAN,26.3058,50.1698,Al Daharan Mall,الظهران مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
54,4506,DAMMAM,26.468876,49.79799,King Fahad International Airport,مطار الملك فهد الدولي,Open,Open,مفتوح,Sat – Thu: 24 Hour,السبت - الخميس: 24 ساعة,,,
55,4507,HAIL,28.428284,45.97545,King Abdulaziz Street,ش الملك عبد العزيز,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
56,4508,MEDINA,24.48855,39.580032,Sultana street,ش سلطانه,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
57,4509,TABUK,28.4001,36.564083,Prince Sultan Bin Abdulaziz Rd,طريق الامير سلطان بن عبدالعزيز,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
58,4510,MEDINA,24.465584,39.60972,"Madinah - Harram North, Shaza Al Madina Hotel","المدينة , شمال الحرم, فندق شذا المدينة",Open,Open,مفتوح,Sat – Thu: 24 Hour,السبت - الخميس: 24 ساعة,,,
59,4511,TABUK,28.42965,36.5733,Tabuk Park,مجمع تبوك بارك,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
60,4512,TABUK,28.394934,36.548466,Al Hukair Mall,الحكير مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
61,4513,YANBU,24.032984,38.193535,Dana Mall ,مول الدانا,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
62,4514,JAZAN,16.906668,42.546383,Jizan North / in front of kadi mall,"جازان , قريب من الكدني مول",Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
63,4515,NAJRAN,17.54305,44.222034,Cross king Abdulaziz with king Saud street beside AL-Belad Bank,تقطع الملك عبد العزبز مع الملك سعود بجانب بنك البلاد,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
64,4516,KHAMIS MUSHAIT,18.3065,42.716934,King Fahad St. behind the Trident hotel,طريق الملك فهد خلف فندق ترايدنت,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
65,4517,ABHA,18.237368,42.580166,AL Rasheed Mall,مجمع الراشد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
66,4518,ABHA,18.217684,42.513866,"King Faisal Road, mobily technical  building ","حي الشفاء , تقاطع الملك عبدالعزيز مقابل محطة نفط.",Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
67,4519,JAZAN,16.901966,42.553635,AL Rasheed Mall,مجمع الراشد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
68,4520,JEDDAH,21.515759,39.167492,Jeddah Al-Andalus center,مركز الاندلس,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
69,4521,MAKKAH AL-MUKARRAMAH,21.440983,39.800705,Al-Diafa Shopping Mall,الضيافه مول,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
70,4522,JEDDAH,21.53277,39.193783,Palestine street,ش فلسطين,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
71,4523,MAKKAH AL-MUKARRAMAH,21.411768,39.866203,Al-Aziziah,حي العزيزيه ,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
72,4524,TAIF,21.290869,40.403862,AL-Geash street in front  of SAMBA Bank,ش الجيش امام بنك سامبا,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
73,4525,JEDDAH,21.61171,39.11983,"King Abdulaziz Road ,AL Mohamadia Distract ",طريق الملك عبدالعزيز حي المحمدية,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
74,4526,MAKKAH AL-MUKARRAMAH,21.421232,39.822968,"Alharam Area, Dar AL Tawheed Hotel",جبل عمر محل رقم 201 الحرم,Open,Open,مفتوح,Sat – Thu: 24 Hour,السبت - الخميس: 24 ساعة,,,
75,4527,THUWAL,22.31075,39.1034,KAUST,جامعة الملك عبد الله للعلوم والتقنية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 04:00 PM,السبت - الخميس: 09:00 ص - 04:00 م ,,,
76,4528,JEDDAH,21.6329,39.1563,Mall of Arabia,مول العرب,Open,Open,مفتوح,Sat – Thu: 10:00 AM - 11:00 PM,السبت - الخميس: 10:00 ص - 11:00 م ,,,
77,4529,JEDDAH,21.593067,39.228634,Yasmin Mall,الياسمين مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
78,4481,RIYADH,24.735382,46.680832, King Abdullah road (Mega),طريق الملك عبدالله,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
79,4482,RIYADH,24.69585,46.679634,King Fahad road (Tawaren),طريق الملك فهد,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
80,4483,RIYADH,24.7814,46.72955,"Granada Mall, East highway ",غرناطة مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
81,4484,RIYADH,24.591133,46.62915,Badiah Madinah road,ش السويدي,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
82,4485,BURAYDAH,26.371782,43.937817,"Al-Eskan round about, beside the Othaim mall ",ش الاسكان بجانب العثيم مول,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
83,4486,RIYADH,24.642166,46.716934,Al-Bat'ha Main Street,ش البطحاء,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
84,4487,RIYADH,24.750168,46.764866,Eastern ring road Exit 11,مخرج 11 الدائري الشرقي,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
85,4488,RIYADH,24.791166,46.64815,Takasusi Street in front of Tamini Supermarket âAL Sahafah Districtâ,"شارع التخصصي, مقابل سوبر ماركت التميمي",Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
86,4489,RIYADH,24.54395,46.6647,Dirab Rd. Al Shafa,"الشفا , طريق ديراب",Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
87,4490,RIYADH,24.957783,46.698883,King Khalid International Airport Terminal 1 Arrival,"مطار الملك خالد , بوابة 1",Open,Open,مفتوح,Sat – Thu: 24 Hour,السبت - الخميس: 24 ساعة,,,
88,4491,RIYADH,24.7437,46.6578,Riyadh Gallery,الرياض جاليري,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
89,4492,RIYADH,24.774082,46.77617,AL Hamra Mall King Abdullah st.,"الحمراء مول, شارع الملك عبد الله",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
90,4493,RIYADH,24.6928,46.6699,Panorama Mall Tahlyah st.,"بانوراما مول, شارع التحلية",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
