priority,objectId,cityName,latitude,longitude,address/en,address/ar,storeStatus/value,storeStatus/label/en,storeStatus/label/ar,openingHours/en,openingHours/ar,distance/value,distance/unit/en,distance/unit/ar
343,4884,MEDINA,24.456778,39.655388,"Prince Mohammed Bin Abdulaziz St, Al Khalidiyyah District","حي الخالدية , شارع الامير محمد بن عبد العزيز",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
344,4885,MEDINA,24.469261,39.63173,King Abdulaziz Rd. Bani Dhafar district,"حي بني ظفر, شارع الملك عبد العزيز",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
345,4886,RIYADH,24.817022,46.66585," Lulu Hypermarket, The Roof Mall, Abi Bakr As Siddiq st, Al Yasmin district","لولو هايبر ماركت , طريق ابو بكر الصديق , حي الياسمين",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
346,4887,JEDDAH,21.553724,39.165134,Jeddah Tahliah street,"جدة , شارع التحلية",Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
347,4888,DAMMAM,26.36205,50.073067,"Abu Bakr Alsiddiq St, AL Fakhria district","شارع ابو بكر الصديق, حي الفاخرية",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
348,4889,RIYADH,24.792645,46.767735,"Atyaf Mall, Gate 1","عريقة مول, بوابة 1",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
349,4890,MAKKAH AL-MUKARRAMAH,21.447092,39.849697,Hajj Street. In front of NCB ,"شارع الحج, بجانب البنك الاهلي",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
350,4891,ABU ARISH,16.961048,42.824116,"Abu Arish, King Fahd District","ابو عريش, حي الملك فعد",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
351,4892,JEDDAH,21.613476,39.14,Hera Dist . Prince Sultan Bin Abdul Aziz,"حي حراء, شارغ الامير سلطان بن عبد العزيز",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
352,4893,KHAMIS MUSHAIT,18.285135,42.740044,"Mujan Park, Khamis Mushait",موجان مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
353,4894,MEDINA,24.55305,39.71555,Prince Mohammed Airport - New Terminal Arrival,مطار الامير محمد - صالة القدوم,Open,Open,مفتوح,Sat – Thu: 24 Hour,السبت - الخميس: 24 ساعة,,,
354,4895,Al Mujaradah,19.125072,41.9201,"Bin Sorur Shopping Centre, Badr St. ",مركز بن صرور,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
355,4896,DAMMAM,26.473515,50.094288,"Abu Hurairah St, Al-Hamra district","حي الحمراء , شارع ابو هريرة ",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
356,4897,Rafhaa,29.628052,43.52484,Prince Mohammed bin Naif Street. In front of AL Muhammadiyah park,شارع الامير محمد بن نايف,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
357,4898,NAJRAN,17.54861,44.25125,"King Abdulaziz Street Alkhalidyah, Najran Park mall",نجلران بارك مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
358,4808,RIYADH,24.697762,46.702305,"Tamimi Markets ,Prince Sultan Bin Abdulaziz Rd, As Sulimaniyah district","حي السليمانية, شارع سلطان بن عبد العزيز",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
359,4809,RIYADH,24.833569,46.809887,"Al Sahel Valley St., Al Remal district ","حي الرمال , شارع وادي السهل",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
360,4810,RIYADH,24.655832,46.6725, Al Jawhara bent ibn Moammar St. Al Naseryah district,"حي الناصرية , الجوهرة بنت ابن معمر",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
361,4811,RIYADH,24.793776,46.746315,"Abi Jafar Al Mansour St, Ghirnatah district","حي غرناطة , شارع ابي جعفر المنصور",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
362,4812,RIYADH,24.573423,46.546997,Panda super market Adh Dhahabi St. Tawiq district,"حي طويق, شارع الضهران",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
363,4813,MEDINA,24.385782,39.615284,"Umm Mani Asma Bint Amr Rd, Shuran district","حي شهران , شارع ام منيع اسماء بنت عمرو",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
364,4814,BADR,23.78275,38.790817,King Faisal Rd,شارع الملك فيصل,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
365,4815,AL MAKHWAH,19.7664,41.43477,"King Fahad Rd, Al Qaza district","حي الغازي , شارع الملك فهد",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
366,4816,AL BAHAH,20.013718,41.464535,Al Imam Mohamad Ibn Saud St. AL Hawi district,"حي الهوي , شارع الامام محمد بن سعود",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
367,4817,BALJURASHI,19.86335,41.565533,King Fahad Rd. ,شارع الملك فهد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
368,4818,MAKKAH AL-MUKARRAMAH,21.38645,39.836716,"3rd Ring RD, Kudy district ","حي كدي , الدائري الثالث",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
369,4819,MAKKAH AL-MUKARRAMAH,21.478733,39.99875,Arafat Rd. Al Rashdiah district,"حي الراشدية , شارع عرفات",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
370,4820,MAKKAH AL-MUKARRAMAH,21.392967,39.78595,"AL Shikh Mohammed Bin Jubaer, Al Shoqiyah district","حي الشوقية, شارع الشيخ محمد بن جبير",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
371,4821,AR RASS,25.877033,43.525066, King Abdulaziz RD. Taiba Dist,"حي طيبة , شارع الملك عبد العزيز",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
372,4822,RIYADH,24.8594,46.646667,Abu Baker Al Seddik North- Narjs district Tamami supermarket ,حي النرجس - شارع ابو بكر,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
373,4823,UNAYZAH,26.06605,43.98192,Zamil Al Saleem St. Al Fakhriyyah district,"حي الفاخرية , شتارع الزامل سليم",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
374,4824,SAIHAT,26.483133,50.0538,"Khaleej Rd, Al Kawthar district","حي الكوثر, شارع الخليج",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
375,4825,AL HOFUF,25.37315,49.721367,AL Jafer Al Munzilah rd,شارع جعفر المنزلة,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
376,4826,AL HOFUF,25.357416,49.6108,AL Mahdood St. Al Shehabiyah district,شارع المحدود حي الشهابية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
377,4827,TAROUT,26.557417,50.07265,"Riyadh Rd, Al Andalus district",طريق الرياض ، حي الأندلس,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
378,4828,YANBU,24.107782,38.05085,"King Khalid Rd, Al Mashhad district",طريق الملك خالد ، حي المشهد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
379,4829,YANBU,24.126417,38.010334,Omar Ibn AL Khatab St. AL Bahja district,شارع عمر بن الخطاب ، حي البهجة,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
380,4830,YANBU,24.088333,38.04677,Ali Bin Abi Talib St. Al Zuhur district,شارع علي بن أبي طالب ، حي الزهور,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
381,4831,JAZAN,16.883617,42.583668,"King Abdul Aziz Rd, As Safa Haper Panda",طريق الملك عبد العزيز ، الصفا هابير باندا,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
382,4832,HUBUNA,17.8476,44.022266,Hubuna city center main Street ,مركز مدينة هوبونا الشارع الرئيسي,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
383,4833,NAJRAN,17.535784,44.23905,King Abdullah Rd. AL Monajem,طريق الملك عبدالله المنجم,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
384,4834,MUHAYIL,18.544832,42.04622,King Abdulaziz Rd-Al Balad,طريق الملك عبد العزيز - البلد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
385,4835,BAHRAH,21.399977,39.444115,"Bahra Almujahidin, Old Makkah Rd.",بحرة المجاهدين ، طريق مكة القديم,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
386,4836,TAIF,21.293896,40.424843,Airport Rd Al Faisailya Dist,طريق المطار حى الفيصلية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
387,4837,MAKKAH AL-MUKARRAMAH,21.51345,39.78596,Taneeam St-Zahrat Al Omar,تانييم - شارع زهرة العمر,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
388,4838,MAKKAH AL-MUKARRAMAH,21.357231,39.82808,"Batha Quraish district,",قضاء بطحاء قريش,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
389,4839,MAKKAH AL-MUKARRAMAH,21.329416,39.881634,"Al Husainiah Rd, Al Awali district",طريق الحسينية ، حي العوالي,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
390,4840,MAKKAH AL-MUKARRAMAH,21.448116,39.76325,"Om AL Moamnen Aihsa , Faiha district",أم المؤمنين عائشة ، حي الفيحاء,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
391,4841,TAIF,21.265142,40.420856,"HassaN Bin Thabit, Al Shohdaa North district",حسان بن ثابت ، حي الشهداء الشمالي,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
392,4842,UNAYZAH,26.0726,44.009884,Shaik Mohemmed Bin Othimin RD -Onaizah Plaza,شارع الشيخ محمد بن عثيميين - عنيزا بلازا,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
393,4843,RIYADH,24.577778,46.7925,"Abdullah Al Othaim Markets, Arafat Rd. Al Dar Al Baida district",أسواق عبد الله العثيم، شارع عرفات، حي الدار البيضاء,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
394,4844,RIYADH,24.704063,46.80689,Az Zubair Ibn Al Awam St. AL Salam district,"شارع الزبير بن العوام , حي السلام",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
395,4845,RIYADH,24.616163,46.72143,"AL Moajeel center, Manfooha Mian st. Manfooha district",مركز المجيل،شارع المنفوحة حي المنفوحة,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
396,4846,RIYADH,24.884102,46.610535,"King Abdulaziz Rd, Al Aarid district",شارع الملك عبد العزيز، حي العراد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
397,4847,RIYADH,24.807175,46.873566,"Abdullah Al Othaim Markets, khuris Rd. Natheem district",أسواق عبد الله العثيم، شارع خريص حي النضيم,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
398,4848,RIYADH,24.75408,46.5435,Saeed Ibn Zaid St. Deryyiah,شارع سعيد بن زيدو حي الدرعية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
399,4849,RIYADH,24.814579,46.725723,"Qurtobah Commercial Center, Prince Mohammed Bin Salman, Qurtobah district",مركز قرطبة التجاري، شارع الأمير محمد بن سلمان، حي قرطبة,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
400,4850,AL QURAYYAT,31.334,37.33948,"Al Aqareyah complex, King Faisal St",مجمع العقارية، شارع الملك فيصل,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
401,4851,HAIL,27.5204,41.6824,"Uqdah Rd, Al Mahattah district",شارع عقبة، حي المحطة,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
402,4852,MEDINA,24.495115,39.703777,khalid bin euqb St. King Fahad distict,"شارع خالد بن عقاب, حي الملك فهد",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
403,4853,BAISH,17.382084,42.54537,King Abdulaziz Rd. Baish Mall,"شارع الملك عبد العزيز , بيشه مول",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
404,4854,JEDDAH,21.7569,39.120884,"Aabir Al Qarath St, Obhur Al-Shamaliyah district",شارع عبير القارت، حي ابحر الشمالية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
405,4855,JEDDAH,21.40535,39.267982,"Al Sanabel Main Road, AL Sanabel district",طريق سنابل الرئيسي، حي سنابل,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
406,4856,TAIF,21.436508,40.48527,60 St. Hawiah district,"حي الحوية, شارع الستيين",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
407,4857,JEDDAH,21.640247,39.141117,"Amna Bint Wahb St, Al Naeem district",شارع امنة بنت وهب، حي النعيم,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
408,4858,MAKKAH AL-MUKARRAMAH,21.4284,39.785767,"Ash Shaikh Abdullah Al Khalifi, An Nuzhah district",شارع الشيخ عبد الله الخليفي، منطقة نزهة,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
409,4859,JEDDAH,21.569668,39.174816,"Al Imam Abdul Aziz, Panda supermarket ,Al Faisaliyyah district",شارع الإمام عبد العزيز، سوبر ماركت بنده حي الفيصلية,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
410,4860,DAMMAM,26.45855,50.080784,"28th Street, Al Aziziyah district","شارع 28,حي العزيزية",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
411,4861,DHAHRAN,26.34995,50.132534,"Ibn Batuta Street, Al Jamiah district","شارع ابن بطوطة , حي الجامعة",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
412,4862,RIYADH,24.808065,46.805653,"Imam Abdullah Ibn Saud Ibn Abdulaziz Rd, Al Yarmuk district","حي اليرموك , شارع عبد الله بن سعد بن عبد العزيز",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
413,4863,RIYADH,24.724808,46.657917,King Abdullah Rd. Ar Rahmaniyyah district,"حي الرحمانية, شارع الملك عبد الله",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
414,4864,RIYADH,24.699087,46.83673,"Abdullah Al Othaim Markets, Shibh al Jazirah, As Saadah district","اسواق العثيم , حي السعادة",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
415,4865,RIYADH,24.561613,46.70789,"Abdullah Al Othaim Markets, Ibn Taymeeyah Rd. Shifa district","اسواق العثيم , حي الشفاء",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
416,4866,RIYADH,24.69942,46.690136,"Prince Muhammad Bin Abdulaziz Rd (Al Tahleah), As Sulimaniyah district","السليمانية , شارع التحلية",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
417,4867,RIYADH,24.845835,46.75917,"Danube Market - Green Oasis, AL Thumama Rd. Monysiah district","اسواق الدنوب , المونسية",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
418,4868,HAIL,27.5335,41.6597,King Fahad Road Salah Al-Din district,"شارع الملك فهد , حي صلاح الدين",Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
419,4899,MAKKAH AL-MUKARRAMAH,21.3749,39.798508,Dr. Abdul qadir Koshak St. Shoqyiah Distract  ,شارع د. عبد القادر,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
420,4900,AL KHOBAR,26.30214,50.181103,"Arcade Mall ,Olaya district",أركيد مول ,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
421,4901,MAKKAH AL-MUKARRAMAH,21.42212,39.82182,"In front of the Haram, next to the wall of the Shabika cemetery",مقابل المسجد الحرام,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
422,4902,MAKKAH AL-MUKARRAMAH,21.42046,39.82972,Ajyad Al-Sad in front of Al-Safa Palace,حي اجياد,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
423,4903,MAKKAH AL-MUKARRAMAH,21.411587,39.821404,Ibrahim Al-Khalil Street - Al-Hijlah Health Center,شارع إبراهيم الخليل,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
424,4904,MAKKAH AL-MUKARRAMAH,21.430384,39.82902,Al-Masjid Al-Haram Street - Gazah,شارع المسجد الحرام,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
425,4905,MAKKAH AL-MUKARRAMAH,21.41158,39.82284,"Al-Hijrah Street, next to Hattan Cafeteria",شارع الهجرة,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
426,4906,MAKKAH AL-MUKARRAMAH,21.421036,39.84769,King Abdulaziz Road next to the public parking space,شارع الملك عبد العزيز,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
427,4907,Al-Nearea,27.466837,48.48165,"King Abdulaziz St, Al Moajel Plaza ",شارع الملك عبد العزيز - المعجل بلازا,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
428,4908,DAMMAM,26.427782,50.09693,Dammam-Lulu Mall-AlAdamah Dist.,الدمام  - اللولو مول,Open,Open,مفتوح,Sat – Thu: 09:00 AM - 11:00 PM,السبت - الخميس: 09:00 ص - 11:00 م ,,,
429,4909,DAMMAM,26.395414,50.07073,"Dammam, Al-Faisaliah District, Omar Bin Al-Khattab Street",حي الفيصلية شارع عمر بن الخطاب,Open,Open,مفتوح,Sat – Thu: 08:30 AM - 11:00 PM,السبت - الخميس: 08:30 ص - 11:00 م ,,,
